Month,Week,ManagedObjectid,Usage,MeterType
,,,,
May,4,22724108,2000,Integrated
,,,,
May,4,29531145,2000,Integrated
,,,,
May,4,22724051,0,Integrated
,,,,
May,4,22722966,8000,Integrated
,,,,
May,4,22723824,3000,Integrated
,,,,
May,4,22723405,4000,Integrated
,,,,
May,4,22724259,3000,Integrated
,,,,
May,4,22723014,1000,Integrated
,,,,
May,4,22723823,3000,Integrated
,,,,
May,4,71786738,2000,Integrated
,,,,
May,4,71786672,1000,Integrated
,,,,
May,4,22723296,7000,Integrated
,,,,
May,4,22723350,5000,Integrated
,,,,
May,4,22724017,2000,Integrated
,,,,
May,4,29531163,0,Integrated
,,,,
May,4,71778986,3000,Integrated
,,,,
May,4,22723133,1000,Integrated
,,,,
May,4,71786737,4000,Integrated
,,,,
May,4,71786548,0,Integrated
,,,,
May,4,22600762,1000,Integrated
,,,,
May,4,71786622,2000,Integrated
,,,,
May,4,22724255,1000,Integrated
,,,,
May,4,22723031,3000,Integrated
,,,,
May,4,22722644,2000,Integrated
,,,,
May,4,22723098,4000,Integrated
,,,,
May,4,22540238,3000,Integrated
,,,,
May,4,22723495,2000,Integrated
,,,,
May,4,22723150,5000,Integrated
,,,,
May,4,22723677,6000,Integrated
,,,,
May,4,71786651,3000,Integrated
,,,,
May,4,22723922,1000,Integrated
,,,,
May,4,22723029,3000,Integrated
,,,,
May,4,22724120,0,Integrated
,,,,
May,4,22722969,2000,Integrated
,,,,
May,4,22722968,2000,Integrated
,,,,
May,4,22724234,1000,Integrated
,,,,
May,4,22723313,4000,Integrated
,,,,
May,4,22723445,1000,Integrated
,,,,
May,4,22723626,3000,Integrated
,,,,
May,4,22723849,4000,Integrated
,,,,
May,4,22723089,3000,Integrated
,,,,
May,4,22722676,1000,Integrated
,,,,
May,4,22723122,4000,Integrated
,,,,
May,4,29531167,2000,Integrated
,,,,
May,4,71786555,3000,Integrated
,,,,
May,4,71786601,3000,Integrated
,,,,
May,4,22722928,4000,Integrated
,,,,
May,4,22724038,5000,Integrated
,,,,
May,4,22723910,2000,Integrated
,,,,
May,4,22723194,1000,Integrated
,,,,
May,4,44530462,0,Integrated
,,,,
May,4,22723863,2000,Integrated
,,,,
May,4,22723478,2000,Integrated
,,,,
May,4,22723661,0,Integrated
,,,,
May,4,71786655,1000,Integrated
,,,,
May,4,22724066,1000,Integrated
,,,,
May,4,22724081,1000,Integrated
,,,,
May,4,71786580,2000,Integrated
,,,,
May,4,71786632,2000,Integrated
,,,,
May,4,22723442,4000,Integrated
,,,,
May,4,22722905,5000,Integrated
,,,,
May,4,22723853,1000,Integrated
,,,,
May,4,22723630,1000,Integrated
,,,,
May,4,22723600,5000,Integrated
,,,,
May,4,22724082,3000,Integrated
,,,,
May,4,22724089,4000,Integrated
,,,,
May,4,22723791,1000,Integrated
,,,,
May,4,22723705,2000,Integrated
,,,,
May,4,22723521,2000,Integrated
,,,,
May,4,71786641,3000,Integrated
,,,,
May,4,22723580,2000,Integrated
,,,,
May,4,22722617,1000,Integrated
,,,,
May,4,22723868,2000,Integrated
,,,,
May,4,22723688,1000,Integrated
,,,,
May,4,22723603,2000,Integrated
,,,,
May,4,22723856,4000,Integrated
,,,,
May,4,71778974,1000,Integrated
,,,,
May,4,22724004,0,Integrated
,,,,
May,4,22722909,2000,Integrated
,,,,
May,4,22724118,1000,Integrated
,,,,
May,4,22673036,7000,Integrated
,,,,
May,4,22723100,2000,Integrated
,,,,
May,4,71778960,1000,Integrated
,,,,
May,4,22723657,0,Integrated
,,,,
May,4,22723992,6000,Integrated
,,,,
May,4,77759523,4000,Integrated
,,,,
May,4,22722620,0,Integrated
,,,,
May,4,22723214,3000,Integrated
,,,,
May,4,22723212,4000,Integrated
,,,,
May,4,22722630,3000,Integrated
,,,,
May,4,71786500,5000,Integrated
,,,,
May,4,22723090,3000,Integrated
,,,,
May,4,22723004,2000,Integrated
,,,,
May,4,22722957,2000,Integrated
,,,,
May,4,22724233,4000,Integrated
,,,,
May,4,22724270,0,Integrated
,,,,
May,4,22723535,1000,Integrated
,,,,
May,4,22723449,3000,Integrated
,,,,
May,4,29531102,4000,Integrated
,,,,
May,4,71786823,3000,Integrated
,,,,
May,4,22724180,4000,Integrated
,,,,
May,4,22722932,2000,Integrated
,,,,
May,4,22723297,2000,Integrated
,,,,
May,4,29531045,5000,Integrated
,,,,
May,4,71786697,24000,Integrated
,,,,
May,4,29531066,3000,Integrated
,,,,
May,4,22724175,2000,Integrated
,,,,
May,4,22723552,3000,Integrated
,,,,
May,4,22723781,8000,Integrated
,,,,
May,4,22722651,3000,Integrated
,,,,
May,4,71786712,3000,Integrated
,,,,
May,4,71786784,1000,Integrated
,,,,
May,4,22723309,2000,Integrated
,,,,
May,4,22724008,3000,Integrated
,,,,
May,4,22723239,2000,Integrated
,,,,
May,4,22723556,2000,Integrated
,,,,
May,4,22723545,5000,Integrated
,,,,
May,4,22724208,2000,Integrated
,,,,
May,4,22723769,-1,Integrated
,,,,
May,4,22724232,5000,Integrated
,,,,
May,4,22723173,7000,Integrated
,,,,
May,4,71786725,5000,Integrated
,,,,
May,4,22723169,5000,Integrated
,,,,
May,4,71786813,0,Integrated
,,,,
May,4,22723576,4000,Integrated
,,,,
May,4,22724269,4000,Integrated
,,,,
May,4,22724092,1000,Integrated
,,,,
May,4,71786691,3000,Integrated
,,,,
May,4,22723319,1000,Integrated
,,,,
May,4,22723054,6000,Integrated
,,,,
May,4,22723065,6000,Integrated
,,,,
May,4,22723807,1000,Integrated
,,,,
May,4,22723707,0,Integrated
,,,,
May,4,22723062,1000,Integrated
,,,,
May,4,71786704,5000,Integrated
,,,,
May,4,22722948,5000,Integrated
,,,,
May,4,22723955,3000,Integrated
,,,,
May,4,22724182,4000,Integrated
,,,,
May,4,22723958,2000,Integrated
,,,,
May,4,71778966,7000,Integrated
,,,,
May,4,22723660,2000,Integrated
,,,,
May,4,29531123,4000,Integrated
,,,,
May,4,22723806,0,Integrated
,,,,
May,4,22724053,3000,Integrated
,,,,
May,4,29531161,4000,Integrated
,,,,
May,4,71786603,2000,Integrated
,,,,
May,4,22723108,3000,Integrated
,,,,
May,4,22724244,4000,Integrated
,,,,
May,4,22723388,3000,Integrated
,,,,
May,4,71786514,3000,Integrated
,,,,
May,4,22723606,6000,Integrated
,,,,
May,4,22723153,3000,Integrated
,,,,
May,4,22723669,4000,Integrated
,,,,
May,4,22723363,2000,Integrated
,,,,
May,4,22723586,8000,Integrated
,,,,
May,4,71786799,3000,Integrated
,,,,
May,4,22723271,1000,Integrated
,,,,
May,4,22724246,4000,Integrated
,,,,
May,4,22723047,4000,Integrated
,,,,
May,4,22722984,3000,Integrated
,,,,
May,4,22723125,8000,Integrated
,,,,
May,4,22724062,2000,Integrated
,,,,
May,4,22724278,3000,Integrated
,,,,
May,4,22722954,2000,Integrated
,,,,
May,4,22723106,1000,Integrated
,,,,
May,4,22724105,2000,Integrated
,,,,
May,4,22723877,3000,Integrated
,,,,
May,4,22722629,1000,Integrated
,,,,
May,4,22723647,3000,Integrated
,,,,
May,4,22723713,4000,Integrated
,,,,
May,4,22723315,2000,Integrated
,,,,
May,4,22723015,2000,Integrated
,,,,
May,4,22722945,3000,Integrated
,,,,
May,4,71778991,3000,Integrated
,,,,
May,4,22723180,3000,Integrated
,,,,
May,4,71786501,1000,Integrated
,,,,
May,4,22723084,9000,Integrated
,,,,
May,4,22723127,0,Integrated
,,,,
May,4,22724144,0,Integrated
,,,,
May,4,22722935,1000,Integrated
,,,,
May,4,22722947,5000,Integrated
,,,,
May,4,22723345,3000,Integrated
,,,,
May,4,22724048,4000,Integrated
,,,,
May,4,29531029,2000,Integrated
,,,,
May,4,29531100,3000,Integrated
,,,,
May,4,22724110,0,Integrated
,,,,
May,4,22722906,3000,Integrated
,,,,
May,4,22724218,10000,Integrated
,,,,
May,4,22722653,1000,Integrated
,,,,
May,4,22723291,1000,Integrated
,,,,
May,4,22722920,3000,Integrated
,,,,
May,4,29531193,3000,Integrated
,,,,
May,4,22723975,3000,Integrated
,,,,
May,4,22724057,2000,Integrated
,,,,
May,4,71786542,2000,Integrated
,,,,
May,4,22723435,2000,Integrated
,,,,
May,4,22723809,20000,Integrated
,,,,
May,4,22723564,9000,Integrated
,,,,
May,4,22724016,3000,Integrated
,,,,
May,4,22724151,1000,Integrated
,,,,
May,4,22723673,1000,Integrated
,,,,
May,4,22723802,8000,Integrated
,,,,
May,4,22724002,8000,Integrated
,,,,
May,4,71786610,1000,Integrated
,,,,
May,4,22723890,2000,Integrated
,,,,
May,4,29531031,3000,Integrated
,,,,
May,4,71786606,0,Integrated
,,,,
May,4,22723566,2000,Integrated
,,,,
May,4,22723649,2000,Integrated
,,,,
May,4,22723847,2000,Integrated
,,,,
May,4,22723275,0,Integrated
,,,,
May,4,77759541,5000,Integrated
,,,,
May,4,22723294,4000,Integrated
,,,,
May,4,22723820,2000,Integrated
,,,,
May,4,77759526,1000,Integrated
,,,,
May,4,22723139,2000,Integrated
,,,,
May,4,22724163,1000,Integrated
,,,,
May,4,22540239,3000,Integrated
,,,,
May,4,22723234,5000,Integrated
,,,,
May,4,22723553,0,Integrated
,,,,
May,4,29531028,2000,Integrated
,,,,
May,4,71786535,0,Integrated
,,,,
May,4,22723893,2000,Integrated
,,,,
May,4,22722978,3000,Integrated
,,,,
May,4,22723441,1000,Integrated
,,,,
May,4,22724169,2000,Integrated
,,,,
May,4,71786507,2000,Integrated
,,,,
May,4,22723711,1000,Integrated
,,,,
May,4,22723743,2000,Integrated
,,,,
May,4,22723687,4000,Integrated
,,,,
May,4,29531110,6000,Integrated
,,,,
May,4,22724236,2000,Integrated
,,,,
May,4,22723686,4000,Integrated
,,,,
May,4,22723732,1000,Integrated
,,,,
May,4,22723602,2000,Integrated
,,,,
May,4,22722672,2000,Integrated
,,,,
May,4,22723145,3000,Integrated
,,,,
May,4,22723502,1000,Integrated
,,,,
May,4,22724069,0,Integrated
,,,,
May,4,22540237,1000,Integrated
,,,,
May,4,22724200,0,Integrated
,,,,
May,4,22723727,4000,Integrated
,,,,
May,4,71786692,1000,Integrated
,,,,
May,4,22723531,2000,Integrated
,,,,
May,4,71786516,2000,Integrated
,,,,
May,4,22724013,2000,Integrated
,,,,
May,4,22722938,5000,Integrated
,,,,
May,4,71786568,2000,Integrated
,,,,
May,4,22723571,2000,Integrated
,,,,
May,4,22723438,2000,Integrated
,,,,
May,4,22723155,3000,Integrated
,,,,
May,4,22723865,2000,Integrated
,,,,
May,4,38461226,0,Integrated
,,,,
May,4,22723142,2000,Integrated
,,,,
May,4,22723293,2000,Integrated
,,,,
May,4,22723968,1000,Integrated
,,,,
May,4,29531101,4000,Integrated
,,,,
May,4,22723001,1000,Integrated
,,,,
May,4,22723201,7000,Integrated
,,,,
May,4,22724039,0,Integrated
,,,,
May,4,22722960,5000,Integrated
,,,,
May,4,22724181,3000,Integrated
,,,,
May,4,22723855,3000,Integrated
,,,,
May,4,71786711,4000,Integrated
,,,,
May,4,71786502,4000,Integrated
,,,,
May,4,22722934,2000,Integrated
,,,,
May,4,22723534,4000,Integrated
,,,,
May,4,22723377,2000,Integrated
,,,,
May,4,22723286,2000,Integrated
,,,,
May,4,22723232,1000,Integrated
,,,,
May,4,22724281,13000,Integrated
,,,,
May,4,22722636,0,Integrated
,,,,
May,4,71786701,4000,Integrated
,,,,
May,4,22724027,5000,Integrated
,,,,
May,4,22724127,6000,Integrated
,,,,
May,4,22724003,2000,Integrated
,,,,
May,4,22723454,2000,Integrated
,,,,
May,4,22723198,0,Integrated
,,,,
May,4,22722650,5000,Integrated
,,,,
May,4,22673038,1000,Integrated
,,,,
May,4,22723284,1000,Integrated
,,,,
May,4,22722983,1000,Integrated
,,,,
May,4,22723540,2000,Integrated
,,,,
May,4,22723078,4000,Integrated
,,,,
May,4,22723668,3000,Integrated
,,,,
May,4,22722658,3000,Integrated
,,,,
May,4,22723768,4000,Integrated
,,,,
May,4,22723555,3000,Integrated
,,,,
May,4,71786666,3000,Integrated
,,,,
May,4,77759549,3000,Integrated
,,,,
May,4,22722994,3000,Integrated
,,,,
May,4,71786551,4000,Integrated
,,,,
May,4,22724211,3000,Integrated
,,,,
May,4,22723462,3000,Integrated
,,,,
May,4,22723480,3000,Integrated
,,,,
May,4,22723914,7000,Integrated
,,,,
May,4,22723207,3000,Integrated
,,,,
May,4,22723069,2000,Integrated
,,,,
May,4,71786785,5000,Integrated
,,,,
May,4,22723871,2000,Integrated
,,,,
May,4,22723494,4000,Integrated
,,,,
May,4,29531119,1000,Integrated
,,,,
May,4,71786658,7000,Integrated
,,,,
May,4,29531191,3000,Integrated
,,,,
May,4,22723765,0,Integrated
,,,,
May,4,22723894,1000,Integrated
,,,,
May,4,22723981,2000,Integrated
,,,,
May,4,22723577,2000,Integrated
,,,,
May,4,71778988,3000,Integrated
,,,,
May,4,22724196,1000,Integrated
,,,,
May,4,71786646,4000,Integrated
,,,,
May,4,22723177,0,Integrated
,,,,
May,4,22723422,6000,Integrated
,,,,
May,4,22723963,2000,Integrated
,,,,
May,4,22723717,2000,Integrated
,,,,
May,4,71786543,3000,Integrated
,,,,
May,4,22723874,0,Integrated
,,,,
May,4,22723466,1000,Integrated
,,,,
May,4,77759533,2000,Integrated
,,,,
May,4,22723312,2000,Integrated
,,,,
May,4,22723287,2000,Integrated
,,,,
May,4,22723916,13000,Integrated
,,,,
May,4,22722646,2000,Integrated
,,,,
May,4,22723946,2000,Integrated
,,,,
May,4,22723419,2000,Integrated
,,,,
May,4,22722918,3000,Integrated
,,,,
May,4,71786750,1000,Integrated
,,,,
May,4,22724149,3000,Integrated
,,,,
May,4,22724137,2000,Integrated
,,,,
May,4,22722925,1000,Integrated
,,,,
May,4,22723902,2000,Integrated
,,,,
May,4,22723710,1000,Integrated
,,,,
May,4,22723491,4000,Integrated
,,,,
May,4,22723944,1000,Integrated
,,,,
May,4,22724201,3000,Integrated
,,,,
May,4,22723611,4000,Integrated
,,,,
May,4,22723003,7000,Integrated
,,,,
May,4,22722693,4000,Integrated
,,,,
May,4,22724143,2000,Integrated
,,,,
May,4,22723497,1000,Integrated
,,,,
May,4,22723392,4000,Integrated
,,,,
May,4,22723168,2000,Integrated
,,,,
May,4,22723883,4000,Integrated
,,,,
May,4,22723332,1000,Integrated
,,,,
May,4,22723818,0,Integrated
,,,,
May,4,22723709,5000,Integrated
,,,,
May,4,22724167,1000,Integrated
,,,,
May,4,22723722,1000,Integrated
,,,,
May,4,22724207,0,Integrated
,,,,
May,4,22723542,2000,Integrated
,,,,
May,4,71786611,5000,Integrated
,,,,
May,4,22723143,1000,Integrated
,,,,
May,4,22722639,1000,Integrated
,,,,
May,4,22723346,3000,Integrated
,,,,
May,4,22723279,0,Integrated
,,,,
May,4,22724162,0,Integrated
,,,,
May,4,22723841,5000,Integrated
,,,,
May,4,22723681,4000,Integrated
,,,,
May,4,22723206,5000,Integrated
,,,,
May,4,22723621,4000,Integrated
,,,,
May,4,22723872,3000,Integrated
,,,,
May,4,22723335,7000,Integrated
,,,,
May,4,22723605,3000,Integrated
,,,,
May,4,22724119,2000,Integrated
,,,,
May,4,22723631,1000,Integrated
,,,,
May,4,71786802,3000,Integrated
,,,,
May,4,22723140,-1,Integrated
,,,,
May,4,71786768,2000,Integrated
,,,,
May,4,22723620,4000,Integrated
,,,,
May,4,22722681,0,Integrated
,,,,
May,4,22723920,3000,Integrated
,,,,
May,4,22723591,4000,Integrated
,,,,
May,4,22723798,3000,Integrated
,,,,
May,4,22723383,4000,Integrated
,,,,
May,4,29531142,4000,Integrated
,,,,
May,4,22723403,6000,Integrated
,,,,
May,4,22723272,2000,Integrated
,,,,
May,4,22723366,24000,Integrated
,,,,
May,4,22722661,4000,Integrated
,,,,
May,4,22723268,1000,Integrated
,,,,
May,4,22724252,2000,Integrated
,,,,
May,4,22723637,4000,Integrated
,,,,
May,4,71786653,2000,Integrated
,,,,
May,4,22723367,3000,Integrated
,,,,
May,4,29531077,3000,Integrated
,,,,
May,4,22723322,3000,Integrated
,,,,
May,4,29531121,2000,Integrated
,,,,
May,4,22724132,5000,Integrated
,,,,
May,4,22724145,2000,Integrated
,,,,
May,4,22722916,4000,Integrated
,,,,
May,4,71778963,0,Integrated
,,,,
May,4,22723356,2000,Integrated
,,,,
May,4,22724028,4000,Integrated
,,,,
May,4,22723562,4000,Integrated
,,,,
May,4,22723751,1000,Integrated
,,,,
May,4,22723656,3000,Integrated
,,,,
May,4,22723738,3000,Integrated
,,,,
May,4,22722944,5000,Integrated
,,,,
May,4,22723018,2000,Integrated
,,,,
May,4,29531074,2000,Integrated
,,,,
May,4,22723837,2000,Integrated
,,,,
May,4,29531092,1000,Integrated
,,,,
May,4,22723638,0,Integrated
,,,,
May,4,22723886,5000,Integrated
,,,,
May,4,22723797,1000,Integrated
,,,,
May,4,44530780,0,Integrated
,,,,
May,4,71778965,3000,Integrated
,,,,
May,4,71786588,3000,Integrated
,,,,
May,4,38461224,0,Integrated
,,,,
May,4,22723724,4000,Integrated
,,,,
May,4,22723804,2000,Integrated
,,,,
May,4,38461207,0,Integrated
,,,,
May,4,22723407,4000,Integrated
,,,,
May,4,22723159,0,Integrated
,,,,
May,4,65438204,0,Digital
,,,,
May,4,71786689,1000,Integrated
,,,,
May,4,22722972,3000,Integrated
,,,,
May,4,22723426,4000,Integrated
,,,,
May,4,22723590,0,Integrated
,,,,
May,4,60194445,1343,Digital
,,,,
May,4,22722950,0,Integrated
,,,,
May,4,71778962,4000,Integrated
,,,,
May,4,71786513,5000,Integrated
,,,,
May,4,22723996,2000,Integrated
,,,,
May,4,65090111,25490,Digital
,,,,
May,4,22724124,-1,Integrated
,,,,
May,4,29531014,2000,Integrated
,,,,
May,4,22724146,3000,Integrated
,,,,
May,4,22723827,2000,Integrated
,,,,
May,4,61185644,1354,Digital
,,,,
May,4,38461215,0,Integrated
,,,,
May,4,71786742,2000,Integrated
,,,,
May,4,38461223,0,Integrated
,,,,
May,4,22723977,1000,Integrated
,,,,
May,4,66212018,0,Digital
,,,,
May,4,38461214,0,Integrated
,,,,
May,4,71786599,3000,Integrated
,,,,
May,4,38461222,0,Integrated
,,,,
May,4,22724020,8000,Integrated
,,,,
May,4,66202794,857,Digital
,,,,
May,4,36810104,0,Digital
,,,,
May,4,22723228,5000,Integrated
,,,,
May,4,22723821,4000,Integrated
,,,,
May,4,66214206,1661,Digital
,,,,
May,4,22724263,1000,Integrated
,,,,
May,4,66204030,1042,Digital
,,,,
May,4,22722911,1000,Integrated
,,,,
May,4,61270989,3813,Digital
,,,,
May,4,22723138,1000,Integrated
,,,,
May,4,22724139,2000,Integrated
,,,,
May,4,81963294,14235,Digital
,,,,
May,4,66218101,5409,Digital
,,,,
May,4,44530779,0,Integrated
,,,,
May,4,38461210,0,Integrated
,,,,
May,4,81969681,0,Digital
,,,,
May,4,66218035,2261,Digital
,,,,
May,4,65437836,45800,Digital
,,,,
May,4,81967206,5500,Digital
,,,,
May,4,69408279,2532,Digital
,,,,
May,4,22368070,0,Digital
,,,,
May,4,66202781,0,Digital
,,,,
May,4,81964579,2395,Digital
,,,,
May,4,66218034,0,Digital
,,,,
May,4,66208682,989,Digital
,,,,
May,4,65044438,4145,Digital
,,,,
May,4,66213456,0,Digital
,,,,
May,4,81969254,9162,Digital
,,,,
May,4,66208658,2514,Digital
,,,,
May,4,60255447,-1,Digital
,,,,
May,4,61276086,1203,Digital
,,,,
May,4,62367105,1189,Digital
,,,,
May,4,1664379,1423,Digital
,,,,
May,4,61216932,0,Digital
,,,,
May,4,61221417,4034,Digital
,,,,
May,4,76876,4492,Digital
,,,,
May,4,292566,1907,Digital
,,,,
May,4,61160187,1568,Digital
,,,,
May,4,65104206,71640,Digital
,,,,
May,4,60407325,5633,Digital
,,,,
May,4,61506145,1802,Digital
,,,,
May,4,593686,2839,Digital
,,,,
May,4,21947022,0,Digital
,,,,
May,4,2203,1346,Digital
,,,,
May,4,22040241,47630,Digital
,,,,
May,4,37093650,4098,Digital
,,,,
May,4,577012,2691,Digital
,,,,
May,4,22048504,1635,Digital
,,,,
May,4,307054,2712,Digital
,,,,
May,4,604648,212,Digital
,,,,
May,4,77617,9018,Digital
,,,,
May,4,22039253,116680,Digital
,,,,
May,4,294921,1876,Digital
,,,,
May,4,271268,248,Digital
,,,,
May,4,46054017,34550,Digital
,,,,
May,4,574464,5599,Digital
,,,,
May,4,21892943,0,Digital
,,,,
May,4,60833,469,Digital
,,,,
May,4,64280361,8090,Digital
,,,,
May,4,9080,2120,Digital
,,,,
May,4,731394,-1,Digital
,,,,
May,4,299643,1757,Digital
,,,,
May,4,22723879,1000,Integrated
,,,,
May,4,22722622,3000,Integrated
,,,,
May,4,22722991,1000,Integrated
,,,,
May,4,22724280,3000,Integrated
,,,,
May,4,22724229,2000,Integrated
,,,,
May,4,22723269,3000,Integrated
,,,,
May,4,61162518,0,Digital
,,,,
May,4,45121196,6691,Digital
,,,,
May,4,76298,3228,Digital
,,,,
May,4,22047833,0,Digital
,,,,
May,4,61276713,0,Digital
,,,,
May,4,60962387,0,Digital
,,,,
May,4,61076403,-1,Digital
,,,,
May,4,84674,2907,Digital
,,,,
May,4,22609922,26200,Digital
,,,,
May,4,60218899,-1,Digital
,,,,
May,4,331010,7968,Digital
,,,,
May,4,64629961,1080,Digital
,,,,
May,4,60380262,0,Digital
,,,,
May,4,45134455,2459,Digital
,,,,
May,4,21892717,8090,Digital
,,,,
May,4,61200816,2443,Digital
,,,,
May,4,69436,1648,Digital
,,,,
May,4,61182001,0,Digital
,,,,
May,4,2255,1384,Digital
,,,,
May,4,60192913,0,Digital
,,,,
May,4,36811364,73800,Digital
,,,,
May,4,61659557,0,Digital
,,,,
May,4,62358710,-1,Digital
,,,,
May,4,53973,3344,Digital
,,,,
May,4,28488051,97286,Digital
,,,,
May,4,60194007,43,Digital
,,,,
May,4,61285491,2007,Digital
,,,,
May,4,61223017,0,Digital
,,,,
May,4,60449965,-1,Digital
,,,,
May,4,9338119,0,Digital
,,,,
May,4,61144944,3064,Digital
,,,,
May,4,45121676,0,Digital
,,,,
May,4,21955571,1930,Digital
,,,,
May,4,61164548,0,Digital
,,,,
May,4,65084735,139200,Digital
,,,,
May,4,61290332,0,Digital
,,,,
May,4,61144919,0,Digital
,,,,
May,4,61250840,0,Digital
,,,,
May,4,46054145,41600,Digital
,,,,
May,4,60218168,-1,Digital
,,,,
May,4,102788,1534,Digital
,,,,
May,4,60223976,3651,Digital
,,,,
May,4,81968463,-1,Digital
,,,,
May,4,81968505,25740,Digital
,,,,
May,4,28489989,298800,Digital
,,,,
May,4,65063509,15776,Digital
,,,,
May,4,81966067,0,Digital
,,,,
May,4,67715869,0,Digital
,,,,
May,4,81967364,17660,Digital
,,,,
May,4,67164,1550,Digital
,,,,
May,4,81968489,9470,Digital
,,,,
May,4,60254744,0,Digital
,,,,
May,4,81965985,17740,Digital
,,,,
May,4,81967337,14740,Digital
,,,,
May,4,60218178,-1,Digital
,,,,
May,4,81967965,26235,Digital
,,,,
May,4,81963283,1627,Digital
,,,,
May,4,81974833,34640,Digital
,,,,
May,4,81963606,4001,Digital
,,,,
May,4,81968651,12175,Digital
,,,,
May,4,62367216,0,Digital
,,,,
May,4,81967154,20595,Digital
,,,,
May,4,81502431,0,Digital
,,,,
May,4,81966172,0,Digital
,,,,
May,4,81968813,191800,Digital
,,,,
May,4,81502510,104820,Digital
,,,,
May,4,81964532,6870,Digital
,,,,
May,4,81965965,4200,Digital
,,,,
May,4,81964841,2407,Digital
,,,,
May,4,65059861,57780,Digital
,,,,
May,4,81968205,17595,Digital
,,,,
May,4,64629962,0,Digital
,,,,
May,4,65064798,15050,Digital
,,,,
May,4,81969416,0,Digital
,,,,
May,4,81968801,22275,Digital
,,,,
May,4,81966995,0,Digital
,,,,
May,4,81985208,9365,Digital
,,,,
May,4,81969192,74230,Digital
,,,,
May,4,81969311,18445,Digital
,,,,
May,4,81970809,29220,Digital
,,,,
May,4,68985066,2244,Digital
,,,,
May,4,81970558,46130,Digital
,,,,
May,4,81971113,2000,Digital
,,,,
May,4,22723298,2000,Integrated
,,,,
May,4,22723864,2000,Integrated
,,,,
May,4,22723046,4000,Integrated
,,,,
May,4,71786798,7000,Integrated
,,,,
May,4,22723157,4000,Integrated
,,,,
May,4,22723734,1000,Integrated
,,,,
May,4,22723663,5000,Integrated
,,,,
May,4,22723654,5000,Integrated
,,,,
May,4,22723595,2000,Integrated
,,,,
May,4,22723223,1000,Integrated
,,,,
May,4,22724148,0,Integrated
,,,,
May,4,29531053,2000,Integrated
,,,,
May,4,22723927,3000,Integrated
,,,,
May,4,22723404,1000,Integrated
,,,,
May,4,29531103,2000,Integrated
,,,,
May,4,29531060,3000,Integrated
,,,,
May,4,71786761,3000,Integrated
,,,,
May,4,22723456,3000,Integrated
,,,,
May,4,22723980,0,Integrated
,,,,
May,4,22723850,2000,Integrated
,,,,
May,4,22723413,1000,Integrated
,,,,
May,4,22723833,9000,Integrated
,,,,
May,4,22722904,2000,Integrated
,,,,
May,4,22723887,2000,Integrated
,,,,
May,4,22724150,3000,Integrated
,,,,
May,4,22723338,2000,Integrated
,,,,
May,4,22722923,3000,Integrated
,,,,
May,4,22723979,2000,Integrated
,,,,
May,4,22724214,2000,Integrated
,,,,
May,4,71786780,2000,Integrated
,,,,
May,4,22723541,2000,Integrated
,,,,
May,4,22724042,2000,Integrated
,,,,
May,4,71786615,6000,Integrated
,,,,
May,4,71778983,2000,Integrated
,,,,
May,4,71786747,2000,Integrated
,,,,
May,4,22673046,400000,Integrated
,,,,
May,4,22723659,0,Integrated
,,,,
May,4,29531090,3000,Integrated
,,,,
May,4,22723314,0,Integrated
,,,,
May,4,71786556,1000,Integrated
,,,,
May,4,22723757,3000,Integrated
,,,,
May,4,22722986,5000,Integrated
,,,,
May,4,71786705,2000,Integrated
,,,,
May,4,22723258,9000,Integrated
,,,,
May,4,71786638,3000,Integrated
,,,,
May,4,22723135,0,Integrated
,,,,
May,4,71786735,2000,Integrated
,,,,
May,4,22723342,3000,Integrated
,,,,
May,4,22723303,3000,Integrated
,,,,
May,4,71786575,3000,Integrated
,,,,
May,4,22723365,1000,Integrated
,,,,
May,4,22723810,1000,Integrated
,,,,
May,4,22722674,2000,Integrated
,,,,
May,4,22723229,0,Integrated
,,,,
May,4,71786717,2000,Integrated
,,,,
May,4,71786703,1000,Integrated
,,,,
May,4,71786741,2000,Integrated
,,,,
May,4,71786667,2000,Integrated
,,,,
May,4,29531026,2000,Integrated
,,,,
May,4,22723144,5000,Integrated
,,,,
May,4,29531131,4000,Integrated
,,,,
May,4,22724029,2000,Integrated
,,,,
May,4,22723146,13000,Integrated
,,,,
May,4,22723397,2000,Integrated
,,,,
May,4,22723918,2000,Integrated
,,,,
May,4,22723861,4000,Integrated
,,,,
May,4,22723233,3000,Integrated
,,,,
May,4,22723582,4000,Integrated
,,,,
May,4,22723759,1000,Integrated
,,,,
May,4,22723693,5000,Integrated
,,,,
May,4,22722912,2000,Integrated
,,,,
May,4,10305475,0,Digital
,,,,
May,4,82440924,1845,Digital
,,,,
May,4,81985209,25740,Digital
,,,,
May,4,272718,4222,Digital
,,,,
May,4,60995980,0,Digital
,,,,
May,4,61148634,4593,Digital
,,,,
May,4,81985221,72580,Digital
,,,,
May,4,349725,2066,Digital
,,,,
May,4,46059343,20970,Digital
,,,,
May,4,22451070,57000,Digital
,,,,
May,4,293809,410,Digital
,,,,
May,4,587223,4138,Digital
,,,,
May,4,590801,4226,Digital
,,,,
May,4,82429952,15370,Digital
,,,,
May,4,349593,9349,Digital
,,,,
May,4,13283,2806,Digital
,,,,
May,4,60192805,1154,Digital
,,,,
May,4,307439,4480,Digital
,,,,
