Month,Week,ManagedObjectid,Usage,MeterType
,,,,
June,3,22723806,0,Integrated
,,,,
June,3,21469898,0,Integrated
,,,,
June,3,22723789,0,Integrated
,,,,
June,3,22723486,5000,Integrated
,,,,
June,3,22723750,4000,Integrated
,,,,
June,3,22723768,2000,Integrated
,,,,
June,3,22722996,1000,Integrated
,,,,
June,3,71778963,1000,Integrated
,,,,
June,3,71786779,2000,Integrated
,,,,
June,3,22722961,2000,Integrated
,,,,
June,3,22723224,1000,Integrated
,,,,
June,3,22723368,5000,Integrated
,,,,
June,3,22724230,2000,Integrated
,,,,
June,3,22723419,1000,Integrated
,,,,
June,3,22723790,7000,Integrated
,,,,
June,3,22723875,1000,Integrated
,,,,
June,3,22724101,1000,Integrated
,,,,
June,3,22723969,1000,Integrated
,,,,
June,3,22722910,0,Integrated
,,,,
June,3,22723771,3000,Integrated
,,,,
June,3,71786559,3000,Integrated
,,,,
June,3,22723007,1000,Integrated
,,,,
June,3,22722624,3000,Integrated
,,,,
June,3,22722935,0,Integrated
,,,,
June,3,71786515,2000,Integrated
,,,,
June,3,22723535,1000,Integrated
,,,,
June,3,71786695,1000,Integrated
,,,,
June,3,22723306,2000,Integrated
,,,,
June,3,22723497,1000,Integrated
,,,,
June,3,22722942,1000,Integrated
,,,,
June,3,22723601,2000,Integrated
,,,,
June,3,22723403,8000,Integrated
,,,,
June,3,22723532,2000,Integrated
,,,,
June,3,22723511,6000,Integrated
,,,,
June,3,29531191,3000,Integrated
,,,,
June,3,22723102,3000,Integrated
,,,,
June,3,29531043,2000,Integrated
,,,,
June,3,22723565,2000,Integrated
,,,,
June,3,22723698,9000,Integrated
,,,,
June,3,22723811,1000,Integrated
,,,,
June,3,22722625,3000,Integrated
,,,,
June,3,22722993,2000,Integrated
,,,,
June,3,22723252,5000,Integrated
,,,,
June,3,22724103,1000,Integrated
,,,,
June,3,71786536,4000,Integrated
,,,,
June,3,71786566,1000,Integrated
,,,,
June,3,22723741,1000,Integrated
,,,,
June,3,22723012,4000,Integrated
,,,,
June,3,71786604,1000,Integrated
,,,,
June,3,71786538,2000,Integrated
,,,,
June,3,71786558,1000,Integrated
,,,,
June,3,22723296,5000,Integrated
,,,,
June,3,22724287,20000,Integrated
,,,,
June,3,71786709,2000,Integrated
,,,,
June,3,77759524,4000,Integrated
,,,,
June,3,71786680,1000,Integrated
,,,,
June,3,71786777,3000,Integrated
,,,,
June,3,22724122,1000,Integrated
,,,,
June,3,29531116,4000,Integrated
,,,,
June,3,22723244,1000,Integrated
,,,,
June,3,22723912,2000,Integrated
,,,,
June,3,22723082,2000,Integrated
,,,,
June,3,22724091,2000,Integrated
,,,,
June,3,22722994,2000,Integrated
,,,,
June,3,22723878,2000,Integrated
,,,,
June,3,29531058,3000,Integrated
,,,,
June,3,22723816,1000,Integrated
,,,,
June,3,22724234,1000,Integrated
,,,,
June,3,71786698,0,Integrated
,,,,
June,3,22723148,4000,Integrated
,,,,
June,3,22723597,0,Integrated
,,,,
June,3,22723015,1000,Integrated
,,,,
June,3,22723323,1000,Integrated
,,,,
June,3,71786507,2000,Integrated
,,,,
June,3,22723990,4000,Integrated
,,,,
June,3,22724061,2000,Integrated
,,,,
June,3,22723886,4000,Integrated
,,,,
June,3,22722690,3000,Integrated
,,,,
June,3,22723440,3000,Integrated
,,,,
June,3,22723256,2000,Integrated
,,,,
June,3,22723729,3000,Integrated
,,,,
June,3,22723355,3000,Integrated
,,,,
June,3,22723821,2000,Integrated
,,,,
June,3,22723113,1000,Integrated
,,,,
June,3,71786801,3000,Integrated
,,,,
June,3,22724197,1000,Integrated
,,,,
June,3,71786785,3000,Integrated
,,,,
June,3,22723829,1000,Integrated
,,,,
June,3,22724003,2000,Integrated
,,,,
June,3,29531086,2000,Integrated
,,,,
June,3,22723364,2000,Integrated
,,,,
June,3,22723550,3000,Integrated
,,,,
June,3,22723843,4000,Integrated
,,,,
June,3,22723976,17000,Integrated
,,,,
June,3,22724032,1000,Integrated
,,,,
June,3,22723192,2000,Integrated
,,,,
June,3,22723002,3000,Integrated
,,,,
June,3,22723391,1000,Integrated
,,,,
June,3,22724172,2000,Integrated
,,,,
June,3,22723537,3000,Integrated
,,,,
June,3,22724255,0,Integrated
,,,,
June,3,22722973,2000,Integrated
,,,,
June,3,29531160,3000,Integrated
,,,,
June,3,71786626,2000,Integrated
,,,,
June,3,22724041,4000,Integrated
,,,,
June,3,22723767,2000,Integrated
,,,,
June,3,22723043,3000,Integrated
,,,,
June,3,22723809,17000,Integrated
,,,,
June,3,22723199,2000,Integrated
,,,,
June,3,22724117,4000,Integrated
,,,,
June,3,29531105,4000,Integrated
,,,,
June,3,22723376,8000,Integrated
,,,,
June,3,22723887,2000,Integrated
,,,,
June,3,22723449,3000,Integrated
,,,,
June,3,22723328,0,Integrated
,,,,
June,3,22724077,1000,Integrated
,,,,
June,3,22723045,1000,Integrated
,,,,
June,3,22724194,2000,Integrated
,,,,
June,3,71778973,1000,Integrated
,,,,
June,3,29531026,1000,Integrated
,,,,
June,3,22723700,3000,Integrated
,,,,
June,3,22722936,2000,Integrated
,,,,
June,3,29531018,3000,Integrated
,,,,
June,3,77759530,3000,Integrated
,,,,
June,3,22723307,1000,Integrated
,,,,
June,3,22723657,1000,Integrated
,,,,
June,3,71786630,1000,Integrated
,,,,
June,3,22723341,3000,Integrated
,,,,
June,3,22723581,2000,Integrated
,,,,
June,3,22723678,2000,Integrated
,,,,
June,3,71786547,2000,Integrated
,,,,
June,3,22723168,2000,Integrated
,,,,
June,3,77759526,1000,Integrated
,,,,
June,3,71786679,5000,Integrated
,,,,
June,3,71786710,2000,Integrated
,,,,
June,3,22722983,1000,Integrated
,,,,
June,3,22723136,2000,Integrated
,,,,
June,3,22724084,5000,Integrated
,,,,
June,3,71778990,2000,Integrated
,,,,
June,3,22723881,4000,Integrated
,,,,
June,3,22723304,3000,Integrated
,,,,
June,3,22723914,2000,Integrated
,,,,
June,3,22722679,3000,Integrated
,,,,
June,3,22723420,1000,Integrated
,,,,
June,3,22723691,6000,Integrated
,,,,
June,3,22723795,5000,Integrated
,,,,
June,3,22723009,3000,Integrated
,,,,
June,3,22722665,2000,Integrated
,,,,
June,3,22723894,2000,Integrated
,,,,
June,3,22723570,0,Integrated
,,,,
June,3,22724017,2000,Integrated
,,,,
June,3,22724189,0,Integrated
,,,,
June,3,71786582,1000,Integrated
,,,,
June,3,22722997,0,Integrated
,,,,
June,3,22724136,0,Integrated
,,,,
June,3,22724115,2000,Integrated
,,,,
June,3,29531114,2000,Integrated
,,,,
June,3,22722966,8000,Integrated
,,,,
June,3,22723947,3000,Integrated
,,,,
June,3,22724222,3000,Integrated
,,,,
June,3,22723629,2000,Integrated
,,,,
June,3,22723705,2000,Integrated
,,,,
June,3,22724100,1000,Integrated
,,,,
June,3,22724082,3000,Integrated
,,,,
June,3,22722620,0,Integrated
,,,,
June,3,22722699,1000,Integrated
,,,,
June,3,22724031,2000,Integrated
,,,,
June,3,22723042,1000,Integrated
,,,,
June,3,22723381,4000,Integrated
,,,,
June,3,71786733,1000,Integrated
,,,,
June,3,22722654,3000,Integrated
,,,,
June,3,22723474,0,Integrated
,,,,
June,3,22723925,0,Integrated
,,,,
June,3,22723300,3000,Integrated
,,,,
June,3,22724146,3000,Integrated
,,,,
June,3,22722976,4000,Integrated
,,,,
June,3,29531054,3000,Integrated
,,,,
June,3,22722903,3000,Integrated
,,,,
June,3,22723117,2000,Integrated
,,,,
June,3,22724174,3000,Integrated
,,,,
June,3,22722939,2000,Integrated
,,,,
June,3,22724024,3000,Integrated
,,,,
June,3,22723603,2000,Integrated
,,,,
June,3,22722954,1000,Integrated
,,,,
June,3,22724281,16000,Integrated
,,,,
June,3,22723144,6000,Integrated
,,,,
June,3,71786597,2000,Integrated
,,,,
June,3,22723555,3000,Integrated
,,,,
June,3,22723337,2000,Integrated
,,,,
June,3,71786771,2000,Integrated
,,,,
June,3,71786797,1000,Integrated
,,,,
June,3,22723425,2000,Integrated
,,,,
June,3,22724002,8000,Integrated
,,,,
June,3,29531027,3000,Integrated
,,,,
June,3,71786802,2000,Integrated
,,,,
June,3,71786584,1000,Integrated
,,,,
June,3,22722978,4000,Integrated
,,,,
June,3,22723670,5000,Integrated
,,,,
June,3,71786763,2000,Integrated
,,,,
June,3,71786655,1000,Integrated
,,,,
June,3,22722923,4000,Integrated
,,,,
June,3,22723763,2000,Integrated
,,,,
June,3,22723099,2000,Integrated
,,,,
June,3,22724004,0,Integrated
,,,,
June,3,71786706,1000,Integrated
,,,,
June,3,71786581,2000,Integrated
,,,,
June,3,29531131,3000,Integrated
,,,,
June,3,22723835,4000,Integrated
,,,,
June,3,22723298,3000,Integrated
,,,,
June,3,29531122,1000,Integrated
,,,,
June,3,22723432,2000,Integrated
,,,,
June,3,22723807,1000,Integrated
,,,,
June,3,22723196,4000,Integrated
,,,,
June,3,22723681,3000,Integrated
,,,,
June,3,71778978,2000,Integrated
,,,,
June,3,22723853,1000,Integrated
,,,,
June,3,22723193,1000,Integrated
,,,,
June,3,71786509,2000,Integrated
,,,,
June,3,22723586,5000,Integrated
,,,,
June,3,22723363,3000,Integrated
,,,,
June,3,22723852,1000,Integrated
,,,,
June,3,22724152,0,Integrated
,,,,
June,3,22723087,3000,Integrated
,,,,
June,3,22723450,4000,Integrated
,,,,
June,3,22722995,3000,Integrated
,,,,
June,3,22724068,3000,Integrated
,,,,
June,3,22724046,2000,Integrated
,,,,
June,3,77759539,4000,Integrated
,,,,
June,3,22723242,2000,Integrated
,,,,
June,3,29531102,2000,Integrated
,,,,
June,3,71786534,1000,Integrated
,,,,
June,3,29531044,3000,Integrated
,,,,
June,3,22723734,1000,Integrated
,,,,
June,3,22724035,3000,Integrated
,,,,
June,3,22723650,5000,Integrated
,,,,
June,3,22722917,0,Integrated
,,,,
June,3,22724113,4000,Integrated
,,,,
June,3,22723448,2000,Integrated
,,,,
June,3,22723637,2000,Integrated
,,,,
June,3,29531046,1000,Integrated
,,,,
June,3,22723422,3000,Integrated
,,,,
June,3,22723582,3000,Integrated
,,,,
June,3,22723955,3000,Integrated
,,,,
June,3,29531040,2000,Integrated
,,,,
June,3,71786545,2000,Integrated
,,,,
June,3,22723542,2000,Integrated
,,,,
June,3,22723736,4000,Integrated
,,,,
June,3,29531185,2000,Integrated
,,,,
June,3,71786571,1000,Integrated
,,,,
June,3,29531107,2000,Integrated
,,,,
June,3,22723798,2000,Integrated
,,,,
June,3,22723949,1000,Integrated
,,,,
June,3,22722622,2000,Integrated
,,,,
June,3,22724142,2000,Integrated
,,,,
June,3,71778981,3000,Integrated
,,,,
June,3,22723361,9000,Integrated
,,,,
June,3,22723820,1000,Integrated
,,,,
June,3,22723277,3000,Integrated
,,,,
June,3,22723505,3000,Integrated
,,,,
June,3,71786612,4000,Integrated
,,,,
June,3,22723463,3000,Integrated
,,,,
June,3,29531098,0,Integrated
,,,,
June,3,71786754,1000,Integrated
,,,,
June,3,71786592,1000,Integrated
,,,,
June,3,22724195,1000,Integrated
,,,,
June,3,71786561,5000,Integrated
,,,,
June,3,22723202,3000,Integrated
,,,,
June,3,22724144,0,Integrated
,,,,
June,3,44530462,0,Integrated
,,,,
June,3,71786546,1000,Integrated
,,,,
June,3,22723507,2000,Integrated
,,,,
June,3,22723596,2000,Integrated
,,,,
June,3,22723770,2000,Integrated
,,,,
June,3,22723960,1000,Integrated
,,,,
June,3,22723233,3000,Integrated
,,,,
June,3,22722694,2000,Integrated
,,,,
June,3,22723885,1000,Integrated
,,,,
June,3,22723918,2000,Integrated
,,,,
June,3,22723672,1000,Integrated
,,,,
June,3,22723469,3000,Integrated
,,,,
June,3,71786769,0,Integrated
,,,,
June,3,29531087,3000,Integrated
,,,,
June,3,22723617,1000,Integrated
,,,,
June,3,71786742,1000,Integrated
,,,,
June,3,71786790,3000,Integrated
,,,,
June,3,22723460,2000,Integrated
,,,,
June,3,22723294,3000,Integrated
,,,,
June,3,29531152,2000,Integrated
,,,,
June,3,22723519,4000,Integrated
,,,,
June,3,71786611,3000,Integrated
,,,,
June,3,22724249,1000,Integrated
,,,,
June,3,29531142,5000,Integrated
,,,,
June,3,71786788,3000,Integrated
,,,,
June,3,29531072,7000,Integrated
,,,,
June,3,22723270,3000,Integrated
,,,,
June,3,22723334,1000,Integrated
,,,,
June,3,22723883,3000,Integrated
,,,,
June,3,22723462,2000,Integrated
,,,,
June,3,71786770,3000,Integrated
,,,,
June,3,71786505,4000,Integrated
,,,,
June,3,22724020,8000,Integrated
,,,,
June,3,71786774,2000,Integrated
,,,,
June,3,22723487,2000,Integrated
,,,,
June,3,22723783,0,Integrated
,,,,
June,3,22722675,3000,Integrated
,,,,
June,3,71786667,1000,Integrated
,,,,
June,3,22724043,0,Integrated
,,,,
June,3,71778965,3000,Integrated
,,,,
June,3,22723132,5000,Integrated
,,,,
June,3,22722616,3000,Integrated
,,,,
June,3,22724087,5000,Integrated
,,,,
June,3,22722650,4000,Integrated
,,,,
June,3,22723937,2000,Integrated
,,,,
June,3,22722669,3000,Integrated
,,,,
June,3,38461223,0,Integrated
,,,,
June,3,22723223,1000,Integrated
,,,,
June,3,22723523,3000,Integrated
,,,,
June,3,22723745,8000,Integrated
,,,,
June,3,29531164,1000,Integrated
,,,,
June,3,22724237,0,Integrated
,,,,
June,3,22722938,6000,Integrated
,,,,
June,3,22723228,5000,Integrated
,,,,
June,3,29531162,4000,Integrated
,,,,
June,3,71786691,3000,Integrated
,,,,
June,3,22722680,3000,Integrated
,,,,
June,3,71786614,2000,Integrated
,,,,
June,3,22723665,1000,Integrated
,,,,
June,3,22723685,0,Integrated
,,,,
June,3,22722929,3000,Integrated
,,,,
June,3,71786745,4000,Integrated
,,,,
June,3,22723118,2000,Integrated
,,,,
June,3,22724130,2000,Integrated
,,,,
June,3,71786580,1000,Integrated
,,,,
June,3,22723230,3000,Integrated
,,,,
June,3,22723942,3000,Integrated
,,,,
June,3,71786631,0,Integrated
,,,,
June,3,22723803,4000,Integrated
,,,,
June,3,22723248,2000,Integrated
,,,,
June,3,22723220,2000,Integrated
,,,,
June,3,22723058,4000,Integrated
,,,,
June,3,22723850,1000,Integrated
,,,,
June,3,22723910,1000,Integrated
,,,,
June,3,71786708,2000,Integrated
,,,,
June,3,71786649,3000,Integrated
,,,,
June,3,71786508,1000,Integrated
,,,,
June,3,22723259,2000,Integrated
,,,,
June,3,22723293,1000,Integrated
,,,,
June,3,22723643,2000,Integrated
,,,,
June,3,71786530,3000,Integrated
,,,,
June,3,22723577,1000,Integrated
,,,,
June,3,71786616,2000,Integrated
,,,,
June,3,71786632,1000,Integrated
,,,,
June,3,22673037,1000,Integrated
,,,,
June,3,22723901,2000,Integrated
,,,,
June,3,22673031,0,Integrated
,,,,
June,3,22723974,1000,Integrated
,,,,
June,3,71786544,2000,Integrated
,,,,
June,3,71778969,3000,Integrated
,,,,
June,3,71786606,0,Integrated
,,,,
June,3,22722958,5000,Integrated
,,,,
June,3,22723870,1000,Integrated
,,,,
June,3,22723083,7000,Integrated
,,,,
June,3,71786656,4000,Integrated
,,,,
June,3,22723055,2000,Integrated
,,,,
June,3,22723097,3000,Integrated
,,,,
June,3,22723260,4000,Integrated
,,,,
June,3,22724054,0,Integrated
,,,,
June,3,22673039,2000,Integrated
,,,,
June,3,71786617,2000,Integrated
,,,,
June,3,22723893,2000,Integrated
,,,,
June,3,77759523,3000,Integrated
,,,,
June,3,22723857,0,Integrated
,,,,
June,3,22723216,1000,Integrated
,,,,
June,3,22723686,3000,Integrated
,,,,
June,3,22723508,3000,Integrated
,,,,
June,3,22723490,3000,Integrated
,,,,
June,3,22723120,7000,Integrated
,,,,
June,3,29531014,2000,Integrated
,,,,
June,3,22723913,2000,Integrated
,,,,
June,3,22724000,1000,Integrated
,,,,
June,3,22723845,2000,Integrated
,,,,
June,3,22724275,4000,Integrated
,,,,
June,3,22723022,1000,Integrated
,,,,
June,3,22724240,0,Integrated
,,,,
June,3,22722682,1000,Integrated
,,,,
June,3,22724092,1000,Integrated
,,,,
June,3,22723928,2000,Integrated
,,,,
June,3,22722919,3000,Integrated
,,,,
June,3,71786651,3000,Integrated
,,,,
June,3,22723604,2000,Integrated
,,,,
June,3,22723574,2000,Integrated
,,,,
June,3,22723704,6000,Integrated
,,,,
June,3,22723234,3000,Integrated
,,,,
June,3,22723515,1000,Integrated
,,,,
June,3,71786815,7000,Integrated
,,,,
June,3,22724232,4000,Integrated
,,,,
June,3,22724036,1000,Integrated
,,,,
June,3,22723053,4000,Integrated
,,,,
June,3,22723543,3000,Integrated
,,,,
June,3,22724273,3000,Integrated
,,,,
June,3,22723988,1000,Integrated
,,,,
June,3,22723915,2000,Integrated
,,,,
June,3,22723094,1000,Integrated
,,,,
June,3,22673041,2000,Integrated
,,,,
June,3,71786673,2000,Integrated
,,,,
June,3,22722642,3000,Integrated
,,,,
June,3,22723226,3000,Integrated
,,,,
June,3,22724153,3000,Integrated
,,,,
June,3,22723221,2000,Integrated
,,,,
June,3,22723129,0,Integrated
,,,,
June,3,71786688,4000,Integrated
,,,,
June,3,22722655,3000,Integrated
,,,,
June,3,71786539,2000,Integrated
,,,,
June,3,71778975,9000,Integrated
,,,,
June,3,22723710,1000,Integrated
,,,,
June,3,71786598,1000,Integrated
,,,,
June,3,22724272,3000,Integrated
,,,,
June,3,22723431,1000,Integrated
,,,,
June,3,22724097,0,Integrated
,,,,
June,3,22540238,3000,Integrated
,,,,
June,3,22723860,3000,Integrated
,,,,
June,3,22723360,3000,Integrated
,,,,
June,3,22723019,3000,Integrated
,,,,
June,3,22723787,2000,Integrated
,,,,
June,3,29531073,0,Integrated
,,,,
June,3,22723711,2000,Integrated
,,,,
June,3,29531066,4000,Integrated
,,,,
June,3,71786579,1000,Integrated
,,,,
June,3,22723799,1000,Integrated
,,,,
June,3,71786789,4000,Integrated
,,,,
June,3,22723241,2000,Integrated
,,,,
June,3,22723841,1000,Integrated
,,,,
June,3,22722969,2000,Integrated
,,,,
June,3,71786535,1000,Integrated
,,,,
June,3,22723800,1000,Integrated
,,,,
June,3,22723318,4000,Integrated
,,,,
June,3,22673025,7000,Integrated
,,,,
June,3,22722941,1000,Integrated
,,,,
June,3,22722922,2000,Integrated
,,,,
June,3,22723250,1000,Integrated
,,,,
June,3,22724006,2000,Integrated
,,,,
June,3,22722986,4000,Integrated
,,,,
June,3,71786624,4000,Integrated
,,,,
June,3,22724210,2000,Integrated
,,,,
June,3,22724102,1000,Integrated
,,,,
June,3,22723868,1000,Integrated
,,,,
June,3,71786560,1000,Integrated
,,,,
June,3,22723922,0,Integrated
,,,,
June,3,22723646,2000,Integrated
,,,,
June,3,22722646,1000,Integrated
,,,,
June,3,71786638,3000,Integrated
,,,,
June,3,71786753,2000,Integrated
,,,,
June,3,22723614,4000,Integrated
,,,,
June,3,22723204,2000,Integrated
,,,,
June,3,71786692,1000,Integrated
,,,,
June,3,22723824,2000,Integrated
,,,,
June,3,22723379,2000,Integrated
,,,,
June,3,22723521,1000,Integrated
,,,,
June,3,22724089,3000,Integrated
,,,,
June,3,71786755,1000,Integrated
,,,,
June,3,22724235,1000,Integrated
,,,,
June,3,22723810,1000,Integrated
,,,,
June,3,22723052,2000,Integrated
,,,,
June,3,22723758,2000,Integrated
,,,,
June,3,71786542,2000,Integrated
,,,,
June,3,22723724,3000,Integrated
,,,,
June,3,71786607,2000,Integrated
,,,,
June,3,22723414,3000,Integrated
,,,,
June,3,22723108,5000,Integrated
,,,,
June,3,71786640,2000,Integrated
,,,,
June,3,22673027,0,Integrated
,,,,
June,3,22723357,5000,Integrated
,,,,
June,3,22723246,0,Integrated
,,,,
June,3,71786516,2000,Integrated
,,,,
June,3,22723609,3000,Integrated
,,,,
June,3,22722948,3000,Integrated
,,,,
June,3,22724214,2000,Integrated
,,,,
June,3,22723580,1000,Integrated
,,,,
June,3,22723430,3000,Integrated
,,,,
June,3,22723480,2000,Integrated
,,,,
June,3,22723899,4000,Integrated
,,,,
June,3,71786675,2000,Integrated
,,,,
June,3,29531047,1000,Integrated
,,,,
June,3,71786563,3000,Integrated
,,,,
June,3,71786625,2000,Integrated
,,,,
June,3,22723973,3000,Integrated
,,,,
June,3,22723311,0,Integrated
,,,,
June,3,22723632,3000,Integrated
,,,,
June,3,22723206,3000,Integrated
,,,,
June,3,22723481,2000,Integrated
,,,,
June,3,22723401,5000,Integrated
,,,,
June,3,22723194,2000,Integrated
,,,,
June,3,22724099,4000,Integrated
,,,,
June,3,22723482,1000,Integrated
,,,,
June,3,22723219,1000,Integrated
,,,,
June,3,22723153,3000,Integrated
,,,,
June,3,22723208,2000,Integrated
,,,,
June,3,22723530,1000,Integrated
,,,,
June,3,22723624,2000,Integrated
,,,,
June,3,22724015,4000,Integrated
,,,,
June,3,22723064,3000,Integrated
,,,,
June,3,22723485,3000,Integrated
,,,,
June,3,71786669,4000,Integrated
,,,,
June,3,22722927,2000,Integrated
,,,,
June,3,71786823,3000,Integrated
,,,,
June,3,22723039,0,Integrated
,,,,
June,3,22723124,1000,Integrated
,,,,
June,3,22722979,2000,Integrated
,,,,
June,3,22723191,3000,Integrated
,,,,
June,3,22723421,2000,Integrated
,,,,
June,3,22540242,2000,Integrated
,,,,
June,3,22723573,2000,Integrated
,,,,
June,3,22723150,4000,Integrated
,,,,
June,3,22723411,2000,Integrated
,,,,
June,3,22723146,11000,Integrated
,,,,
June,3,22723625,4000,Integrated
,,,,
June,3,22723539,1000,Integrated
,,,,
June,3,22724094,2000,Integrated
,,,,
June,3,22724029,2000,Integrated
,,,,
June,3,22724073,3000,Integrated
,,,,
June,3,22722640,1000,Integrated
,,,,
June,3,22723757,3000,Integrated
,,,,
June,3,22724224,6000,Integrated
,,,,
June,3,22722962,1000,Integrated
,,,,
June,3,22723612,3000,Integrated
,,,,
June,3,22723648,1000,Integrated
,,,,
June,3,22722656,1000,Integrated
,,,,
June,3,22723139,3000,Integrated
,,,,
June,3,71786557,3000,Integrated
,,,,
June,3,22724143,2000,Integrated
,,,,
June,3,22723060,3000,Integrated
,,,,
June,3,22724258,3000,Integrated
,,,,
June,3,22724158,3000,Integrated
,,,,
June,3,22723214,3000,Integrated
,,,,
June,3,22723131,1000,Integrated
,,,,
June,3,22723856,3000,Integrated
,,,,
June,3,71786747,2000,Integrated
,,,,
June,3,22723025,1000,Integrated
,,,,
June,3,22722932,1000,Integrated
,,,,
June,3,71778959,0,Integrated
,,,,
June,3,22723415,2000,Integrated
,,,,
June,3,71786731,3000,Integrated
,,,,
June,3,22723167,6000,Integrated
,,,,
June,3,22722659,3000,Integrated
,,,,
June,3,22724192,2000,Integrated
,,,,
June,3,22723372,1000,Integrated
,,,,
June,3,22723394,1000,Integrated
,,,,
June,3,22723374,3000,Integrated
,,,,
June,3,22723257,3000,Integrated
,,,,
June,3,22722988,3000,Integrated
,,,,
June,3,71786568,3000,Integrated
,,,,
June,3,22723195,2000,Integrated
,,,,
June,3,22723098,4000,Integrated
,,,,
June,3,22724040,4000,Integrated
,,,,
June,3,71786576,1000,Integrated
,,,,
June,3,22723093,1000,Integrated
,,,,
June,3,29531117,1000,Integrated
,,,,
June,3,22723932,1000,Integrated
,,,,
June,3,71786501,0,Integrated
,,,,
June,3,29531174,1000,Integrated
,,,,
June,3,22723815,1000,Integrated
,,,,
June,3,22723498,5000,Integrated
,,,,
June,3,22722999,0,Integrated
,,,,
June,3,71786552,6000,Integrated
,,,,
June,3,29531038,4000,Integrated
,,,,
June,3,22723429,0,Integrated
,,,,
June,3,22723451,0,Integrated
,,,,
June,3,22723752,1000,Integrated
,,,,
June,3,22723408,4000,Integrated
,,,,
June,3,71786620,2000,Integrated
,,,,
June,3,71786602,5000,Integrated
,,,,
June,3,22723606,5000,Integrated
,,,,
June,3,71786793,1000,Integrated
,,,,
June,3,22723159,0,Integrated
,,,,
June,3,22723569,1000,Integrated
,,,,
June,3,71786629,2000,Integrated
,,,,
June,3,22723812,0,Integrated
,,,,
June,3,71786714,4000,Integrated
,,,,
June,3,22723105,5000,Integrated
,,,,
June,3,22723732,1000,Integrated
,,,,
June,3,22722992,3000,Integrated
,,,,
June,3,29531181,7000,Integrated
,,,,
June,3,22723531,2000,Integrated
,,,,
June,3,22722657,4000,Integrated
,,,,
June,3,22601878,3000,Integrated
,,,,
June,3,22723743,1000,Integrated
,,,,
June,3,22723468,2000,Integrated
,,,,
June,3,22724138,2000,Integrated
,,,,
June,3,71778960,0,Integrated
,,,,
June,3,22724026,2000,Integrated
,,,,
June,3,22723784,2000,Integrated
,,,,
June,3,22723090,2000,Integrated
,,,,
June,3,22722666,1000,Integrated
,,,,
June,3,22723635,2000,Integrated
,,,,
June,3,29531057,1000,Integrated
,,,,
June,3,29531193,2000,Integrated
,,,,
June,3,22723652,1000,Integrated
,,,,
June,3,22722977,4000,Integrated
,,,,
June,3,22723746,2000,Integrated
,,,,
June,3,22723866,1000,Integrated
,,,,
June,3,22723026,3000,Integrated
,,,,
June,3,71786583,0,Integrated
,,,,
June,3,22724187,1000,Integrated
,,,,
June,3,22724050,1000,Integrated
,,,,
June,3,22723622,2000,Integrated
,,,,
June,3,22723794,3000,Integrated
,,,,
June,3,22724090,2000,Integrated
,,,,
June,3,22723037,1000,Integrated
,,,,
June,3,22724105,2000,Integrated
,,,,
June,3,22673038,2000,Integrated
,,,,
June,3,22723013,2000,Integrated
,,,,
June,3,29531132,5000,Integrated
,,,,
June,3,22724055,3000,Integrated
,,,,
June,3,22540235,3000,Integrated
,,,,
June,3,22724279,3000,Integrated
,,,,
June,3,22723333,2000,Integrated
,,,,
June,3,22723941,3000,Integrated
,,,,
June,3,22724108,3000,Integrated
,,,,
June,3,29531101,4000,Integrated
,,,,
June,3,71786533,3000,Integrated
,,,,
June,3,22723112,2000,Integrated
,,,,
June,3,22724125,0,Integrated
,,,,
June,3,22723375,1000,Integrated
,,,,
June,3,22723110,1000,Integrated
,,,,
June,3,22723320,3000,Integrated
,,,,
June,3,71778970,1000,Integrated
,,,,
June,3,22540232,3000,Integrated
,,,,
June,3,77759548,1000,Integrated
,,,,
June,3,22723717,1000,Integrated
,,,,
June,3,71786795,1000,Integrated
,,,,
June,3,22723964,2000,Integrated
,,,,
June,3,22723137,1000,Integrated
,,,,
June,3,22723656,3000,Integrated
,,,,
June,3,22723551,3000,Integrated
,,,,
June,3,71786504,2000,Integrated
,,,,
June,3,22723571,3000,Integrated
,,,,
June,3,22724175,3000,Integrated
,,,,
June,3,22723772,1000,Integrated
,,,,
June,3,22724013,2000,Integrated
,,,,
June,3,71786799,3000,Integrated
,,,,
June,3,22723458,3000,Integrated
,,,,
June,3,22723753,2000,Integrated
,,,,
June,3,71786744,1000,Integrated
,,,,
June,3,22723697,4000,Integrated
,,,,
June,3,22723035,1000,Integrated
,,,,
June,3,71786532,2000,Integrated
,,,,
June,3,22723879,1000,Integrated
,,,,
June,3,22723616,2000,Integrated
,,,,
June,3,71786668,2000,Integrated
,,,,
June,3,22724218,8000,Integrated
,,,,
June,3,22724081,3000,Integrated
,,,,
June,3,22723502,1000,Integrated
,,,,
June,3,22723387,3000,Integrated
,,,,
June,3,71778977,6000,Integrated
,,,,
June,3,22723963,2000,Integrated
,,,,
June,3,22723301,2000,Integrated
,,,,
June,3,22723445,1000,Integrated
,,,,
June,3,22723489,3000,Integrated
,,,,
June,3,22723166,1000,Integrated
,,,,
June,3,22724242,2000,Integrated
,,,,
June,3,71786589,1000,Integrated
,,,,
June,3,22723668,3000,Integrated
,,,,
June,3,71786650,4000,Integrated
,,,,
June,3,71786704,3000,Integrated
,,,,
June,3,22722627,3000,Integrated
,,,,
June,3,71786726,2000,Integrated
,,,,
June,3,71786822,2000,Integrated
,,,,
June,3,22723343,5000,Integrated
