Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
59148,KALANG (SPICKETTS CK (NOONANNIE)),NSW,6210.0,4870.8,-1.0,8,-30.56,152.87,60
27045,WEIPA AERO,QLD,6203.6,6000.1,55.0,21,-12.68,141.92,18
58129,KUNGHUR (THE JUNCTION),NSW,6177.0,4422.4,95.2,22,-28.47,153.25,61
58113,GREEN PIGEON (MORNING VIEW),NSW,6169.4,4884.7,91.5,48,-28.47,153.09,210
58023,MCLEANS RIDGES (LASCOTT DRIVE),NSW,6148.3,4562.2,100.0,20,-28.79,153.40,120
60096,CABBAGE TREE MOUNTAIN,NSW,6100.0,4132.6,-1.0,11,-32.26,152.12,-999
31036,KURANDA RAILWAY STATION,QLD,6099.2,6382.3,44.3,107,-16.82,145.64,340
40981,BURLEIGH WATERS ALERT,QLD,6073.0,4314.7,-1.0,7,-28.08,153.43,-999
40845,BINNA BURRA ALERT,QLD,6066.0,4604.9,-1.0,19,-28.20,153.19,780
31049,MULGRAVE MILL,QLD,6031.0,5842.3,58.7,64,-17.09,145.79,15
58080,WOOLI BEACH,NSW,6002.9,4197.9,100.0,32,-29.86,153.26,5
58162,NASHUA (WILSONS RIVER),NSW,5987.0,5078.5,-1.0,13,-28.73,153.46,30
40999,LANDSBOROUGH,QLD,5982.0,4865.5,-1.0,6,-26.79,152.98,61
57124,POINT LOOKOUT,NSW,5955.2,4323.0,-1.0,13,-30.48,152.40,1550
60153,MOPPY LOOKOUT (BARRINGTON TOPS),NSW,5924.6,5416.6,-1.0,3,-31.89,151.56,1340
58158,MURWILLUMBAH (BRAY PARK),NSW,5877.7,4677.9,91.4,36,-28.34,153.38,8
58012,YAMBA PILOT STATION,NSW,5840.6,4380.2,96.5,114,-29.43,153.36,27
58097,NEW ITALY (VINEYARD HAVEN),NSW,5813.9,4048.2,100.0,30,-29.15,153.28,22
83043,FALLS CREEK (ROCKY VALLEY),VIC,5804.1,7361.1,4.8,43,-36.88,147.29,1661
40861,SUNSHINE COAST AIRPORT,QLD,5774.6,4480.9,90.9,23,-26.60,153.09,3
32004,CARDWELL MARINE PDE,QLD,5765.7,6270.8,35.5,108,-18.25,146.02,5
14142,PIRLANGIMPI AIRPORT,NT,5740.6,5953.8,33.3,34,-11.40,130.42,18
97083,SCOTTS PEAK DAM,TAS,5740.2,5874.0,-1.0,9,-43.04,146.27,408
40534,WUNBURRA,QLD,5711.7,4655.7,96.7,31,-28.16,153.26,566
60095,BUNGWAHL,NSW,5689.0,4083.9,-1.0,14,-32.38,152.38,-999
40908,TEWANTIN RSL PARK,QLD,5680.0,4541.2,-1.0,18,-26.39,153.04,6
61385,WYONG (OLNEY FOREST),NSW,5650.0,3680.0,-1.0,14,-33.08,151.34,390
66080,CASTLE COVE (ROSEBRIDGE AVE),NSW,5638.7,3994.4,97.8,47,-33.78,151.20,75
27075,SCHERGER RAAF,QLD,5621.8,5356.6,-1.0,14,-12.62,142.09,39
71041,THREDBO VILLAGE,NSW,5617.5,5477.2,-1.0,15,-36.50,148.30,1380
40078,EUMUNDI - CRESCENT RD,QLD,5612.4,5052.3,80.4,98,-26.48,152.95,93
58216,BYRON BAY (CAPE BYRON AWS),NSW,5547.8,4497.7,-1.0,11,-28.64,153.64,95
91198,MOUNT BARROW (SOUTH BARROW),TAS,5533.8,5533.8,-1.0,1,-41.39,147.42,1313
40169,PEACHESTER,QLD,5531.0,5205.4,69.6,80,-26.84,152.88,175
40341,WONGAWALLAN ALERT,QLD,5508.2,3538.8,-1.0,10,-27.88,153.21,360
40416,CLEARVIEW TM,QLD,5500.0,4068.0,-1.0,6,-28.00,153.31,3
68252,KIAMA (BRIGHTON ST),NSW,5483.6,4045.2,-1.0,5,-34.67,150.85,62
68248,FITZROY FALLS (RED HILLS),NSW,5464.0,3385.9,-1.0,11,-34.66,150.43,719
66211,WAHROONGA (ADA AVENUE),NSW,5451.2,4071.2,-1.0,7,-33.72,151.11,184
63295,BLACKHEATH (WOMBAT STREET),NSW,5442.0,3461.7,-1.0,16,-33.63,150.28,1030
58199,ROCK VALLEY (LEYCESTER CREEK),NSW,5432.5,3814.0,-1.0,19,-28.74,153.16,20
97047,SAVAGE RIVER MINE,TAS,5413.6,5779.3,12.5,25,-41.49,145.21,352
40995,NOOSAVILLE,QLD,5390.7,4647.6,-1.0,8,-26.41,153.10,8
40847,HINZE DAM HW ALERT,QLD,5386.0,3541.8,-1.0,5,-28.05,153.28,82
14238,WAGAIT BEACH,NT,5341.6,5313.5,-1.0,8,-12.43,130.75,30
40846,CLEARVIEW ALERT,QLD,5297.0,3832.1,-1.0,15,-28.00,153.31,3
58027,HARWOOD ISLAND (HARWOOD SUGAR MILL),NSW,5283.5,3977.5,94.6,94,-29.42,153.25,2
59054,GLENREAGH (CORAMBA STREET),NSW,5280.2,4540.9,-1.0,4,-30.05,152.98,67
60146,OLD BAR (ONDARRO CREST),NSW,5242.8,4216.5,-1.0,4,-31.96,152.59,10
66052,RANDWICK (RANDWICK ST),NSW,5221.0,3604.3,99.0,98,-33.91,151.24,74
85007,BALOOK,VIC,5219.0,4249.8,-1.0,17,-38.43,146.54,585
32101,MUTARNEE STORE,QLD,5209.0,5583.5,33.3,25,-18.96,146.29,60
59030,SOUTH WEST ROCKS (SMOKY CAPE LIGHTHOUSE),NSW,5206.7,4540.8,75.4,66,-30.92,153.09,117
40284,BEERBURRUM FOREST STATION,QLD,5205.0,4494.4,82.2,46,-26.96,152.96,48
27058,HORN ISLAND,QLD,5193.2,5288.9,47.6,22,-10.58,142.29,4
33255,HAMILTON ISLAND,QLD,5173.1,5330.7,-1.0,16,-20.35,148.95,23
68264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS),NSW,5160.6,5160.6,-1.0,1,-35.14,150.70,57
40937,BENOBBLE ALERT,QLD,5160.0,3709.9,-1.0,15,-28.00,153.16,72
32184,ZATTAS ALERT,QLD,5136.0,5493.1,-1.0,14,-18.45,145.83,55
32098,ROLLINGSTONE,QLD,5132.9,5031.8,58.3,37,-19.04,146.41,16
66176,AUDLEY (ROYAL NATIONAL PARK),NSW,5122.0,3494.0,100.0,28,-34.06,151.06,120
40319,ROCKY POINT SUGAR MILL,QLD,5100.8,4060.8,87.0,47,-27.73,153.33,3
66188,BELROSE (EVELYN PLACE),NSW,5086.4,3804.3,100.0,24,-33.74,151.22,168
40965,CLONTARF,QLD,5065.8,3573.4,-1.0,8,-27.24,153.09,29
63043,KURRAJONG HEIGHTS (BELLS LINE OF ROAD),NSW,5064.0,3655.7,96.9,98,-33.53,150.63,460
140010,TIN CAN BAY (DEFENCE),QLD,5058.4,4429.2,-1.0,2,-25.94,152.96,31
14982,KANGAROO FLATS (DEFENCE),NT,5056.0,5056.0,-1.0,1,-12.79,130.85,50
66098,ROSE BAY (ROYAL SYDNEY GOLF CLUB),NSW,5045.1,3767.8,97.4,40,-33.88,151.27,8
68072,NOWRA RAN AIR STATION AWS,NSW,5035.0,2875.3,-1.0,12,-34.95,150.54,109
91194,MOUNT VICTORIA (UNA PLAIN),TAS,5034.2,5415.7,-1.0,9,-41.35,147.80,710
140008,CANUNGRA (DEFENCE),QLD,5024.8,4146.2,-1.0,2,-28.04,153.19,108
33053,MOUNT JUKES,QLD,5006.0,6275.0,16.7,43,-21.00,148.94,30
60036,WINGHAM (LANARK CLOSE),NSW,5003.8,3262.8,100.0,102,-31.86,152.34,66
66209,DOVER HEIGHTS (PORTLAND ST),NSW,5003.4,4378.8,-1.0,3,-33.87,151.28,71
40478,FRASER ISLAND EURONG,QLD,5002.8,4697.1,-1.0,12,-25.50,153.13,9
40969,GODWIN BEACH,QLD,5000.6,4265.2,-1.0,13,-27.07,153.11,7
60141,TAREE AIRPORT AWS,NSW,4984.9,3414.1,-1.0,18,-31.89,152.51,8
91321,LOONGANA (SERENDIPITY),TAS,4912.0,5362.6,-1.0,6,-41.40,145.93,468
31189,WHITE CLIFF POINT,QLD,4887.2,5092.4,41.7,25,-16.66,145.57,5
40343,WAMURAN,QLD,4871.1,3739.3,97.3,38,-27.04,152.87,33
32043,UPPER STONE EXELBY,QLD,4867.6,4832.1,57.4,69,-18.72,145.92,61
97024,WARRA,TAS,4864.8,5492.3,-1.0,6,-43.06,146.70,495
68088,SANCTUARY POINT (SALINAS STREET),NSW,4862.6,3560.5,-1.0,15,-35.09,150.62,9
60099,CRAWFORD RIVER (CRAWFORD),NSW,4862.0,3773.5,-1.0,14,-32.44,152.16,-999
63292,MOUNT BOYCE AWS,NSW,4855.2,3023.6,100.0,26,-33.62,150.27,1080
27064,PICCANINNY PLAINS STATION,QLD,4854.3,4835.0,-1.0,5,-13.13,142.79,149
31184,MCKELL ROAD ALERT,QLD,4854.0,4413.3,-1.0,13,-17.44,145.51,1038
33320,MT JUKES,QLD,4848.5,6002.9,-1.0,6,-21.01,148.91,55
27072,BRAMWELL,QLD,4843.7,5200.7,-1.0,5,-12.09,142.56,49
14246,LEANYER,NT,4837.3,5345.6,-1.0,17,-12.38,130.91,10
140007,REDLAND (ALEXANDRA HILLS),QLD,4832.0,3844.4,-1.0,3,-27.54,153.24,51
61282,DORA CREEK (DORA ST),NSW,4828.1,3396.2,100.0,21,-33.09,151.51,1
83084,FALLS CREEK,VIC,4825.2,3660.3,-1.0,12,-36.87,147.28,1765
63028,FAULCONBRIDGE (ST GEORGES CRESCENT),NSW,4814.9,3546.2,83.8,38,-33.69,150.53,460
63081,FAULCONBRIDGE (GREAT WESTERN HWY),NSW,4796.0,3175.3,-1.0,12,-33.69,150.55,428
58068,LAWRENCE ROAD (PRINGLES WAY),NSW,4792.6,3306.2,-1.0,10,-29.41,153.02,110
71032,THREDBO AWS,NSW,4782.0,4464.8,-1.0,19,-36.49,148.29,1957
40980,DECEPTION BAY ALERT,QLD,4781.0,3869.8,-1.0,11,-27.18,153.02,4
32001,BAMBAROO,QLD,4780.4,5504.9,27.0,90,-18.88,146.17,13
68083,CULBURRA TREATMENT WORKS,NSW,4772.6,3564.5,94.7,39,-34.93,150.75,15
27015,MORETON TELEGRAPH STATION,QLD,4765.9,4156.6,86.4,67,-12.45,142.64,40
57095,TABULAM (MUIRNE),NSW,4754.2,3768.5,89.1,47,-28.76,152.45,555
60116,KINDEE BRIDGE (HASTINGS RIVER),NSW,4749.2,3283.3,-1.0,9,-31.44,152.46,-999
68242,KIAMA (BOMBO HEADLAND),NSW,4749.0,3529.6,-1.0,9,-34.65,150.86,16
14015,DARWIN AIRPORT,NT,4732.0,5171.7,34.6,79,-12.42,130.89,30
40856,RAINBOW BEACH,QLD,4730.3,4392.5,62.5,25,-25.90,153.09,14
200839,LORD HOWE ISLAND AERO,NSW,4724.6,4399.4,83.3,31,-31.54,159.08,5
14023,GUNN POINT,NT,4722.6,4529.7,-1.0,7,-12.25,131.04,25
14163,DARWIN BOTANIC GARDENS,NT,4710.3,5140.5,37.5,25,-12.44,130.84,15
61170,DUNGOG - MAIN CREEK (YERANDA),NSW,4708.0,3596.5,100.0,42,-32.28,151.79,154
97092,STRAHAN (ANDREW STREET),TAS,4692.2,5100.2,-1.0,6,-42.15,145.32,10
66126,COLLAROY (LONG REEF GOLF CLUB),NSW,4683.8,3582.9,-1.0,19,-33.74,151.31,2
69150,BRAIDWOOD (MONGARLOWE (LEWESTON)),NSW,4668.4,3252.0,-1.0,7,-35.38,150.00,670
96003,BUTLERS GORGE,TAS,4650.6,5012.4,22.4,59,-42.28,146.28,667
66141,MONA VALE GOLF CLUB,NSW,4646.2,3522.2,90.5,22,-33.68,151.31,10
68241,ALBION PARK (SHELLHARBOUR AIRPORT),NSW,4630.6,2788.2,-1.0,18,-34.56,150.79,8
40224,ALDERLEY,QLD,4591.5,3457.6,93.5,108,-27.42,153.00,39
31209,COOKTOWN AIRPORT,QLD,4578.2,4727.2,-1.0,17,-15.45,145.19,5
85303,REEVES KNOB,VIC,4566.1,3329.6,-1.0,14,-37.53,147.01,-999
33295,ALVA BEACH,QLD,4561.4,2921.8,-1.0,14,-19.46,147.48,8
97072,STRAHAN AERODROME,TAS,4556.6,4848.2,-1.0,15,-42.16,145.29,21
40782,COORAN TM,QLD,4553.0,3539.9,-1.0,9,-26.33,152.81,70
40924,WOODFORD STANMORE,QLD,4548.4,3806.9,-1.0,9,-26.90,152.77,165
14253,CHANNEL POINT,NT,4541.2,5511.6,15.0,21,-13.17,130.12,3
61412,COORANBONG (LAKE MACQUARIE AWS),NSW,4535.6,3237.6,-1.0,9,-33.09,151.46,6
200389,LORD HOWE ISLAND (MILKY WAY),NSW,4534.0,4483.5,-1.0,5,-31.52,159.06,5
14314,NOONAMAH AIRSTRIP,NT,4499.2,4593.4,-1.0,7,-12.61,131.05,18
60021,KRAMBACH (FIREFLY RD),NSW,4473.3,3394.0,94.3,88,-32.06,152.26,65
33308,SAMUEL HILL AERO,QLD,4467.2,4658.8,-1.0,17,-22.74,150.66,31
200731,POINT FAWCETT,NT,4457.2,4775.8,-1.0,16,-11.76,130.03,7
61377,SWANSEA (CATHERINE ST),NSW,4453.0,3930.3,-1.0,15,-33.09,151.63,3
66013,CONCORD GOLF CLUB,NSW,4452.2,3431.6,88.6,71,-33.85,151.10,15
60002,BULAHDELAH POST OFFICE,NSW,4445.3,3997.8,79.8,90,-32.41,152.21,10
40686,BEENHAM VALLEY RD,QLD,4437.2,3860.5,-1.0,8,-26.18,152.82,144
41085,QUEEN MARY FALLS,QLD,4431.0,3583.2,92.6,55,-28.33,152.39,895
14041,MIDDLE POINT,NT,4411.6,4194.3,-1.0,16,-12.61,131.30,14
27061,SOUTHWELL STATION,QLD,4404.7,4366.6,-1.0,10,-14.52,142.04,45
61078,WILLIAMTOWN RAAF,NSW,4388.4,3395.3,100.0,67,-32.79,151.84,8
66034,ABBOTSFORD (BLACKWALL POINT RD),NSW,4385.8,3656.1,-1.0,4,-33.85,151.13,15
66037,SYDNEY AIRPORT AMO,NSW,4382.4,3248.8,95.3,87,-33.95,151.17,6
58006,BRUSHGROVE (CLARENCE ST),NSW,4376.8,3066.7,96.3,83,-29.57,153.08,8
68213,NOWRA BOAT SHED (SHOALHAVEN RIVER),NSW,4376.0,2727.8,-1.0,13,-34.87,150.61,0
72161,CABRAMURRA SMHEA AWS,NSW,4369.8,3563.6,-1.0,12,-35.94,148.38,1482
40693,HIGHVALE,QLD,4365.8,3482.6,83.7,50,-27.38,152.82,98
40043,CAPE MORETON LIGHTHOUSE,QLD,4364.8,4317.3,48.2,113,-27.03,153.47,100
95059,TIM SHEA (SUMMIT),TAS,4362.4,4362.4,-1.0,1,-42.72,146.47,925
59131,MILLBANK,NSW,4361.0,3802.7,-1.0,9,-30.88,152.61,70
33045,MACKAY AERO,QLD,4343.6,4565.8,52.2,24,-21.17,149.18,5
14050,FORT HILL WHARF,NT,4318.9,3985.2,-1.0,2,-12.47,130.85,5
14031,CHARLES POINT,NT,4317.4,4516.2,-1.0,6,-12.39,130.63,14
14289,CHARLES DARWIN UNIVERSITY,NT,4276.4,4239.1,-1.0,2,-12.37,130.87,10
61406,NEWCASTLE (BLACKSMITHS),NSW,4273.0,3384.4,-1.0,8,-33.08,151.65,2
66148,PEAKHURST GOLF CLUB,NSW,4260.0,2664.2,100.0,29,-33.97,151.06,20
40842,BRISBANE AERO,QLD,4257.8,3105.5,-1.0,19,-27.39,153.13,5
69152,CATHCART (MOUNT DARRAGH),NSW,4256.0,3140.8,-1.0,8,-36.84,149.52,880
200786,CAPE WESSEL,NT,4246.6,3718.8,-1.0,14,-11.00,136.76,18
33106,HAMILTON ISLAND AIRPORT,QLD,4239.4,4426.8,-1.0,18,-20.37,148.95,59
91312,ERRIBA (JUBB ROAD),TAS,4222.6,4526.6,-1.0,19,-41.44,146.12,573
33060,PLEYSTOWE SUGAR MILL,QLD,4213.8,4950.3,27.1,86,-21.14,149.04,27
40784,CALAMVALE ALERT,QLD,4210.0,2863.6,-1.0,16,-27.62,153.04,90
60155,WAUKIVORY,NSW,4209.2,3547.4,-1.0,6,-32.13,152.06,158
68044,MITTAGONG (ALFRED STREET),NSW,4207.8,2688.5,100.0,72,-34.45,150.46,635
83032,WHITLANDS (BURDER\'S LANE),VIC,4206.0,4196.8,51.9,80,-36.85,146.32,816
40788,FORESTDALE(JOHNSON RD)AL,QLD,4205.0,2714.4,-1.0,7,-27.66,153.00,80
40785,CAROLE PARK ALERT,QLD,4192.0,2930.1,-1.0,19,-27.60,152.95,80
40458,CAPALABA WATER TREAT,QLD,4183.8,3484.7,91.3,24,-27.53,153.18,28
58077,GRAFTON RESEARCH STN,NSW,4178.4,3030.8,98.0,52,-29.62,152.96,25
40878,WATERFORD ALERT,QLD,4168.0,2916.7,-1.0,19,-27.69,153.14,0
33303,MACKAY ALERT,QLD,4166.0,4791.3,-1.0,16,-21.14,149.19,11
66048,CONCORD (BRAYS RD),NSW,4163.0,3084.5,-1.0,11,-33.85,151.11,15
60162,COOPLACURRIPA (HAWKINS RD),NSW,4138.0,2983.9,-1.0,7,-31.59,151.83,-999
14983,MOUNT BUNDEY NORTH (DEFENCE),NT,4136.6,4006.0,-1.0,2,-12.91,131.87,83
40876,WILSONS PEAK ALERT,QLD,4132.0,3290.4,-1.0,19,-28.24,152.49,852
40964,REGENTS PARK,QLD,4110.6,3241.4,-1.0,15,-27.67,153.04,38
40932,DARLINGTON ALERT,QLD,4105.0,3377.6,-1.0,10,-28.26,153.09,300
96069,DERWENT BRIDGE,TAS,4094.4,4400.4,-1.0,5,-42.13,146.22,727
59124,NYMBOIDA (NYMBOIDA RIVER),NSW,4093.0,3767.1,-1.0,5,-29.98,152.72,180
56239,WILSONS DOWNFALL,NSW,4081.7,3146.0,-1.0,17,-28.70,152.10,970
40794,GREENBANK(THOMPSON RD)AL,QLD,4077.0,2548.2,-1.0,9,-27.70,152.93,80
31217,ATHERTON SOLAR CRESCENT,QLD,4069.9,4622.1,-1.0,6,-17.26,145.47,769
66212,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),NSW,4066.2,3522.3,-1.0,3,-33.83,151.07,4
68159,WEDDERBURN (BOOALBYN),NSW,4064.0,2677.5,100.0,23,-34.17,150.81,250
69023,NELLIGEN (THULE ROAD),NSW,4036.6,3077.2,100.0,43,-35.65,150.15,5
40893,GOOMBOORIAN ALERT,QLD,4026.6,3293.1,-1.0,4,-26.06,152.77,80
140009,GREENBANK (DEFENCE),QLD,4026.6,3243.2,-1.0,2,-27.69,152.99,42
82139,HUNTERS HILL,VIC,4017.4,3565.1,84.0,26,-36.21,147.54,981
69035,BETTOWYND (NOBBYS HILL),NSW,4013.0,2146.1,-1.0,14,-35.76,149.82,240
14310,OENPELLI AIRPORT,NT,4010.0,4032.2,-1.0,3,-12.33,133.01,8
91259,LUNCHEON HILL (FORESTRY),TAS,4009.6,4493.2,-1.0,16,-41.15,145.15,344
40939,BEAUDESERT ALERT,QLD,4004.0,2914.6,-1.0,15,-27.97,152.99,50
31213,CAPE FLATTERY,QLD,3998.6,4097.7,-1.0,17,-14.97,145.31,19
67019,PROSPECT RESERVOIR,NSW,3992.0,2616.7,96.4,113,-33.82,150.91,61
66124,PARRAMATTA NORTH (MASONS DRIVE),NSW,3988.8,2935.3,95.9,50,-33.79,151.02,55
57114,BARYULGIL (CLARENCE RIVER),NSW,3978.6,2663.8,-1.0,12,-29.20,152.60,-999
70214,PARKERS GAP,NSW,3973.0,2950.0,-1.0,9,-35.63,149.50,1249
14112,NIGHTCLIFF POOL,NT,3963.1,4494.0,-1.0,8,-12.38,130.85,7
67109,BAULKHAM HILLS EUCALYPTUS CT,NSW,3963.0,2542.0,-1.0,16,-33.77,150.98,100
9647,WEREROA,WA,3958.6,3531.7,98.1,54,-34.95,117.28,140
40942,PALEN CREEK ALERT,QLD,3957.0,2984.6,-1.0,7,-28.32,152.77,220
91109,YOLLA (SEA VIEW),TAS,3954.4,4341.2,21.4,99,-41.14,145.71,343
40490,CARNEYS CREEK THE RANCH,QLD,3952.8,3095.0,100.0,27,-28.21,152.54,268
60118,ROCKS CROSSING (NOWENDOC RIVER),NSW,3950.2,2858.5,-1.0,15,-31.78,152.08,70
69114,BROGO (BLANCHARDS ROAD),NSW,3949.8,2968.5,96.4,29,-36.54,149.82,61
14198,JABIRU AIRPORT,NT,3948.2,4749.5,12.9,32,-12.66,132.89,27
69127,ARALUEN LOWER (ARALUEN RD),NSW,3947.0,2772.0,100.0,24,-35.69,149.84,145
60104,NOWENDOC (GREEN HILLS),NSW,3945.0,3451.9,-1.0,16,-31.41,151.60,1130
40814,MOY POCKET TM,QLD,3925.0,3079.1,-1.0,13,-26.53,152.74,70
27044,MERLUNA,QLD,3913.0,4334.6,18.4,39,-13.06,142.45,87
14256,COOINDA AIRSTRIP,NT,3897.0,3595.7,-1.0,5,-12.90,132.53,40
40790,MT GRAVATT ALERT,QLD,3895.0,2670.1,-1.0,11,-27.55,153.07,195
40659,GREENBANK THOMPSON ROAD,QLD,3873.0,2792.3,96.8,32,-27.70,152.94,77
66213,NORTH RYDE GOLF CLUB,NSW,3851.0,3100.4,-1.0,9,-33.80,151.12,84
57003,BONALBO POST OFFICE,NSW,3841.4,3101.7,94.6,57,-28.74,152.62,170
83000,ARCHERTON,VIC,3839.0,4100.2,26.3,58,-36.91,146.24,907
61421,CRANKY CORNER (TANGORY MOUNTAIN),NSW,3833.8,3293.0,-1.0,5,-32.56,151.38,458
40089,GOOMBOORIAN,QLD,3828.0,3678.4,66.3,93,-26.06,152.79,94
66161,HOLSWORTHY AERODROME AWS,NSW,3825.8,2549.7,-1.0,7,-33.99,150.95,68
60015,GLOUCESTER POST OFFICE,NSW,3811.4,2875.2,95.0,100,-32.01,151.96,105
14948,PORT KEATS AIRPORT,NT,3803.0,3808.1,-1.0,17,-14.25,129.53,28
67111,NORTH PARRAMATTA (BURNSIDE HOMES),NSW,3799.0,2810.4,-1.0,15,-33.79,151.02,50
86072,MONBULK (SPRING ROAD),VIC,3792.9,3469.9,-1.0,5,-37.88,145.42,-999
14308,CROKER ISLAND AIRPORT,NT,3791.0,3957.1,-1.0,3,-11.16,132.48,9
61346,HUNTER SPRINGS (WONDECLA),NSW,3786.4,3402.9,79.0,39,-31.86,151.44,1235
85063,MOUNT BEST (UPPER TOORA),VIC,3771.3,3440.1,80.0,96,-38.61,146.32,235
61096,PATERSON POST OFFICE,NSW,3765.6,3081.7,90.8,88,-32.60,151.62,21
70237,NIMMITABEL (COTTESLOE),NSW,3762.6,3087.3,80.0,41,-36.59,149.38,1190
91288,QUAMBY BLUFF,TAS,3752.9,4048.9,-1.0,5,-41.67,146.73,745
14508,GOVE AIRPORT,NT,3750.0,4364.0,13.3,31,-12.27,136.82,52
40777,IMBIL ALERT,QLD,3734.8,3131.9,-1.0,3,-26.46,152.68,76
40940,YARRAHAPPINI ALERT,QLD,3732.4,3076.1,-1.0,8,-27.83,152.99,40
1020,TRUSCOTT,WA,3730.2,3401.1,-1.0,13,-14.09,126.39,51
82112,OVENS RIVER @ EUROBIN,VIC,3729.8,3472.1,-1.0,14,-36.65,146.86,-999
63283,HAMPTON (BINDO),NSW,3726.0,2802.3,-1.0,17,-33.70,150.03,1095
29038,KOWANYAMA AIRPORT,QLD,3724.0,3793.1,46.0,88,-15.48,141.75,10
14272,BATCHELOR AIRPORT,NT,3719.4,4558.2,-1.0,18,-13.05,131.03,104
32186,MICHAEL CREEK ALERT,QLD,3712.0,4005.8,-1.0,19,-18.85,145.91,742
14404,MILINGIMBI AIRPORT,NT,3706.4,3506.1,-1.0,14,-12.09,134.89,15
68192,CAMDEN AIRPORT AWS,NSW,3699.4,2287.6,100.0,28,-34.04,150.69,74
200288,NORFOLK ISLAND AERO,NSW,3695.2,3780.7,44.5,111,-29.04,167.94,112
40211,ARCHERFIELD AIRPORT,QLD,3688.2,3173.3,82.4,75,-27.57,153.01,13
32050,YABULU QLD NICKEL,QLD,3683.6,3504.2,59.1,89,-19.20,146.61,9
57005,DRAKE (VILLAGE RESOURCE CENTRE),NSW,3682.3,3199.7,75.3,98,-28.93,152.38,490
67066,ERSKINE PARK RESERVOIR,NSW,3675.0,2412.4,-1.0,5,-33.81,150.80,85
14405,MANINGRIDA AIRPORT,NT,3674.4,3526.6,-1.0,11,-12.06,134.23,28
40945,ROUND MOUNTAIN ALERT,QLD,3657.0,2655.6,-1.0,18,-28.07,152.93,62
86374,KINGLAKE WEST,VIC,3649.8,3057.5,-1.0,10,-37.47,145.26,490
14309,MURGANELLA AIRSTRIP,NT,3643.0,3862.1,-1.0,4,-11.55,132.93,10
1019,KALUMBURU,WA,3632.8,3652.3,-1.0,17,-14.30,126.65,23
300004,MACQUARIE ISLAND,ANT,3629.2,3002.0,98.3,59,-54.50,158.94,6
40946,RATHDOWNEY ALERT,QLD,3629.0,2626.4,-1.0,7,-28.22,152.87,84
67081,SHANES PARK (SOUTH CREEK ROAD),NSW,3621.6,2849.2,-1.0,3,-33.71,150.77,26
40831,IPSWICH ALERT,QLD,3621.0,2702.2,-1.0,5,-27.61,152.76,-999
55335,NUNDLE (MALONGA),NSW,3615.0,2935.5,-1.0,12,-31.53,151.18,1200
91366,JACKEYS MARSH,TAS,3612.5,3749.1,-1.0,7,-41.68,146.68,489
40935,MACLEAN BRIDGE ALERT,QLD,3594.0,2981.8,-1.0,12,-27.79,153.02,3
61288,LOSTOCK DAM,NSW,3577.7,2901.9,97.7,44,-32.33,151.46,200
85289,MURDERERS HILL,VIC,3576.0,2716.1,-1.0,17,-37.85,146.56,720
57018,TABULAM POST OFFICE,NSW,3575.8,2939.6,90.3,104,-28.89,152.57,130
67015,BRINGELLY (MARYLAND),NSW,3558.0,2292.2,97.4,78,-33.97,150.73,122
40962,EBBW VALE,QLD,3551.8,2840.2,-1.0,2,-27.61,152.82,56
9590,NORTHCLIFFE,WA,3535.7,3991.3,22.2,73,-34.63,116.12,120
61250,PATERSON (TOCAL AWS),NSW,3535.4,2829.6,95.5,45,-32.63,151.59,30
40874,BRISBANE ROAD ALERT,QLD,3532.0,2569.0,-1.0,7,-27.61,152.91,-999
85238,ERICA (PARKERS CORNER),VIC,3524.1,3347.2,68.8,49,-37.95,146.39,483
94191,HARTZ MOUNTAIN (KEOGHS PIMPLE),TAS,3519.6,3461.1,-1.0,5,-43.20,146.77,831
83091,JAMIESON LICOLA RD,VIC,3517.7,3261.3,-1.0,15,-37.30,146.15,340
69122,DALMENY (BINALONG ST),NSW,3513.2,2815.6,-1.0,5,-36.17,150.11,10
68007,CAMDEN (BROWNLOW HILL),NSW,3504.5,2231.6,97.3,114,-34.03,150.65,61
40247,LINDFIELD,QLD,3501.4,3187.9,72.9,97,-26.84,152.58,146
94087,KUNANYI (MOUNT WELLINGTON PINNACLE),TAS,3499.2,2370.6,-1.0,10,-42.90,147.24,1261
69022,NAROOMA (MARINE RESCUE),NSW,3497.6,2749.1,92.7,83,-36.21,150.14,25
33307,WOOLSHED,QLD,3492.4,3630.1,-1.0,19,-19.42,146.54,556
9936,HUNTLY,WA,3491.0,3645.9,-1.0,10,-32.62,116.06,320
62100,NULLO MOUNTAIN AWS,NSW,3486.2,2875.8,95.5,23,-32.72,150.23,1130
40889,OAKWOOD TM,QLD,3482.2,2714.7,-1.0,8,-26.45,152.49,200
40873,HARDING STREET ALERT,QLD,3474.0,2490.8,-1.0,4,-27.64,152.79,-999
60137,BRETTI-MACKAY (BARNARD RIVER),NSW,3470.0,2929.5,-1.0,14,-31.77,151.89,120
33059,PLANE CREEK SUGAR MILL,QLD,3461.2,5299.9,6.2,98,-21.43,149.22,16
91055,LORINNA,TAS,3456.3,4053.3,6.5,47,-41.54,146.14,259
56202,BLACK SWAMP (MAXWELL),NSW,3454.2,2972.7,-1.0,17,-28.98,152.16,820
