Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
69018,MORUYA HEADS PILOT STATION,NSW,3449.1,2860.3,81.4,114,-35.91,150.15,17
69148,MORUYA AIRPORT AWS,NSW,3445.2,2552.6,-1.0,17,-35.90,150.14,4
40947,CROFTBY ALERT,QLD,3424.0,2973.4,-1.0,9,-28.15,152.57,173
41096,MT KYNOCH,QLD,3419.4,2501.5,-1.0,3,-27.51,151.95,739
33068,MIRANI MARY STREET,QLD,3407.8,4025.2,-1.0,7,-21.16,148.87,43
57014,GLEN ELGIN (GLENBROOK),NSW,3393.8,2948.7,81.8,89,-29.56,152.14,895
9784,KIMBERLEY,WA,3393.4,2958.1,100.0,31,-34.93,117.16,80
57119,WALCHA (KARORI),NSW,3384.8,2780.8,92.7,69,-30.89,151.85,1082
82158,EDI UPPER (BLACK RANGE TROUT FARM),VIC,3384.6,3216.2,-1.0,16,-36.75,146.54,-999
55336,NUNDLE (HEAD OF THE PEEL),NSW,3383.2,2855.4,-1.0,8,-31.60,151.14,-999
69006,BETTOWYND (BELLARINGAH),NSW,3383.0,2344.7,95.2,104,-35.70,149.79,165
9240,BICKLEY,WA,3378.8,3252.3,62.8,44,-32.01,116.14,384
40677,MAROON DAM,QLD,3371.0,2750.4,95.3,44,-28.18,152.66,231
94231,LONGLEY (RIVER BEND ROAD),TAS,3364.6,2961.9,-1.0,15,-42.96,147.20,237
14909,CENTRAL ARNHEM PLATEAU,NT,3363.0,3117.6,-1.0,7,-13.33,133.09,416
67105,RICHMOND RAAF,NSW,3355.8,2236.2,100.0,20,-33.60,150.78,19
82140,LIMA EAST (CHARNWOOD),VIC,3355.2,2877.3,-1.0,16,-36.85,145.94,340
39338,OLD RANGE RD ALERT,QLD,3354.0,2610.4,-1.0,4,-25.36,152.10,50
57020,URBENVILLE,NSW,3347.8,3156.3,71.2,67,-28.47,152.55,378
61014,BRANXTON (DALWOOD VINEYARD),NSW,3343.6,2445.2,95.2,105,-32.64,151.42,40
40912,FRANKLYN VALE ALERT,QLD,3343.2,2342.3,-1.0,13,-27.76,152.47,160
61349,GOSTWYCK BRIDGE (PATERSON RIVER),NSW,3343.0,2442.2,-1.0,13,-32.57,151.61,-999
40985,BELLBIRD PARK (PURSER RD) AL,QLD,3338.0,3107.6,-1.0,7,-27.67,152.87,57
9538,DWELLINGUP,WA,3337.7,3688.9,20.0,76,-32.71,116.06,267
83010,EUROBIN,VIC,3336.2,3446.2,42.9,85,-36.63,146.86,266
40944,RUDDS LANE ALERT,QLD,3333.0,2559.1,-1.0,15,-28.17,152.98,87
56023,OLD KOREELAH (MCPHERSON),NSW,3331.6,2647.7,93.1,88,-28.39,152.42,420
63303,ORANGE AIRPORT AWS,NSW,3326.8,2643.8,-1.0,10,-33.38,149.13,945
40714,ROUND MOUNTAIN TM,QLD,3324.0,2378.0,-1.0,9,-28.07,152.93,44
9968,SHANNON,WA,3323.6,3158.1,-1.0,16,-34.57,116.34,210
9923,WORSLEY DOWNS,WA,3316.1,3354.7,-1.0,7,-33.32,115.99,240
85042,JINDIVICK,VIC,3311.9,3406.5,41.7,97,-38.03,145.90,266
61419,MOUNT PALMER,NSW,3311.0,2547.7,-1.0,7,-31.83,150.35,1050
40762,YARRAHAPPINI TM,QLD,3310.0,2670.7,-1.0,9,-27.83,152.99,11
39059,LADY ELLIOT ISLAND,QLD,3295.2,3378.9,43.7,72,-24.11,152.72,4
86281,NYORA (POST OFFICE),VIC,3293.9,3123.3,81.6,39,-38.33,145.67,120
40825,MARODIAN TM,QLD,3286.0,2452.8,-1.0,12,-25.90,152.35,19
54021,BARRABA (MOUNT LINDSAY),NSW,3278.8,2916.4,79.8,85,-30.32,150.27,869
82155,HOLLAND CK AT WRIGHTLEY,VIC,3278.8,2796.9,-1.0,19,-36.82,146.13,430
14518,GROOTE EYLANDT AIRPORT,NT,3278.2,3783.6,15.0,21,-13.97,136.46,14
85179,BULN BULN,VIC,3274.2,3141.7,75.0,25,-38.10,145.96,195
33302,MIRANI WEIR TW ALERT,QLD,3270.0,3798.9,-1.0,15,-21.18,148.83,34
14901,DOUGLAS RIVER RESEARCH FARM,NT,3263.6,3791.8,-1.0,13,-13.83,131.19,43
33077,PACIFIC HEIGHTS,QLD,3251.2,3851.0,33.3,109,-23.10,150.73,51
68186,BERRIMA WEST (MEDWAY (WOMBAT CREEK)),NSW,3240.0,2340.5,100.0,36,-34.48,150.29,655
84084,MALLACOOTA,VIC,3238.0,2844.2,84.8,34,-37.60,149.73,22
91223,MARRAWAH,TAS,3229.7,3201.3,46.7,46,-40.91,144.71,107
40754,RATHDOWNEY TM,QLD,3222.0,2277.1,-1.0,14,-28.22,152.87,84
14274,MCCLUER ISLAND,NT,3216.0,3422.1,-1.0,13,-11.05,132.98,1
61422,MILBRODALE SCHOOL,NSW,3212.0,2482.0,-1.0,4,-32.70,151.01,88
40841,CROFTBY TM,QLD,3210.0,2666.4,-1.0,5,-28.15,152.57,162
56243,GLEN INNES AIRPORT AWS,NSW,3207.4,2683.1,90.9,23,-29.68,151.69,1044
9636,COWARAMUP,WA,3205.1,3378.3,40.6,65,-33.84,115.07,120
94237,MOUNTAIN RIVER,TAS,3205.0,2835.8,-1.0,9,-42.94,147.14,170
82018,UPLANDS (GIBBO RIVER PARK),VIC,3204.6,3275.5,50.7,74,-36.77,147.70,610
40004,AMBERLEY AMO,QLD,3204.0,2615.7,89.4,67,-27.63,152.71,24
40943,DIECKMANS BRIDGE ALERT,QLD,3204.0,2559.2,-1.0,6,-28.25,152.89,105
23750,URAIDLA,SA,3202.9,3266.1,45.4,109,-34.96,138.74,487
40189,SOMERSET DAM,QLD,3189.2,2989.6,70.6,69,-27.11,152.56,113
92111,UPPER ESK (SOUTH ESK RIVER),TAS,3180.6,3365.9,-1.0,7,-41.43,147.72,362
40824,FISHERMANS POCKET TM,QLD,3180.0,3026.1,-1.0,11,-26.17,152.60,33
94249,CRABTREE (STONEY CREEK FARM),TAS,3178.5,2912.6,-1.0,6,-42.93,147.04,249
33002,AYR DPI RESEARCH STN,QLD,3176.0,2847.2,63.2,58,-19.62,147.38,17
70032,FAIRLIGHT STATION,NSW,3170.2,2462.2,95.5,111,-35.23,148.91,610
40144,MOUNT JOSEPH,QLD,3169.0,2909.6,75.5,95,-25.74,152.24,121
63254,ORANGE AGRICULTURAL INSTITUTE,NSW,3164.8,2753.7,92.1,39,-33.32,149.08,922
33001,BURDEKIN SHIRE COUNCIL,QLD,3163.5,3122.2,56.3,97,-19.58,147.41,13
31069,INNOT HOT SPRINGS TOWNSHIP,QLD,3162.0,2603.7,85.4,49,-17.67,145.24,640
9023,JARRAHDALE,WA,3154.8,3576.2,20.0,106,-32.33,116.08,240
98004,NARACOOPA,TAS,3151.2,2969.3,73.6,88,-39.91,144.10,20
23867,ASHTON,SA,3149.0,3068.8,-1.0,15,-34.93,138.75,496
98000,CITY OF MELBOURNE BAY,TAS,3147.2,3133.7,57.8,84,-40.01,144.11,18
72162,KHANCOBAN AWS,NSW,3143.6,2767.9,79.0,20,-36.23,148.14,339
31108,WALKAMIN RESEARCH STATION,QLD,3140.9,3076.5,59.3,55,-17.13,145.43,594
72043,TUMBARUMBA POST OFFICE,NSW,3139.9,2918.5,74.0,120,-35.78,148.01,645
61209,PUTTY TEA ROOMS,NSW,3133.8,2129.3,-1.0,15,-32.96,150.68,280
40139,MT ALFORD,QLD,3132.5,2790.5,81.5,55,-28.07,152.61,143
61420,MIRANNIE (MAERANIE STATION),NSW,3128.0,2449.6,-1.0,10,-32.39,151.37,178
82142,TOLMIE (MOUNT TABLETOP REPEATER),VIC,3128.0,2838.8,-1.0,16,-36.95,146.22,915
39339,NEARUM RD ALERT,QLD,3121.0,2504.4,-1.0,5,-25.11,151.85,300
39352,BUNDABERG ALERT,QLD,3121.0,2891.3,-1.0,6,-24.86,152.35,17
33294,YEPPOON THE ESPLANADE,QLD,3118.4,2930.4,-1.0,17,-23.14,150.75,6
14962,YEURALBA RIDGE,NT,3117.6,3299.9,-1.0,7,-14.25,132.74,282
61106,DUNGOG (MONKERAI HILL (URIMBIRRA)),NSW,3116.8,3293.3,-1.0,14,-32.36,151.81,91
9574,MARGARET RIVER,WA,3112.6,3413.4,15.1,74,-33.96,115.06,80
82148,TOO ROUR (MOROKO PARK),VIC,3110.6,2466.3,-1.0,13,-36.83,145.85,590
40832,FOREST HOME TM,QLD,3109.0,2504.9,-1.0,16,-28.20,152.77,110
9111,KARNET,WA,3108.5,3448.6,17.5,41,-32.44,116.08,286
9260,MOUNT SOLUS,WA,3107.0,2727.9,-1.0,16,-32.47,116.21,574
69147,MERIMBULA AIRPORT AWS,NSW,3106.4,2319.1,-1.0,19,-36.91,149.90,2
14224,WANDIE CREEK,NT,3101.0,3267.8,-1.0,5,-13.81,132.20,179
70119,BIG HILL (GLEN DUSK),NSW,3093.0,2199.6,96.4,56,-34.57,150.00,648
63226,LITHGOW (COOERWULL),NSW,3091.2,2327.3,100.0,61,-33.48,150.13,900
91153,BARRINGTON POST OFFICE,TAS,3089.8,3397.0,18.2,45,-41.34,146.28,264
91351,GLENGARRY (GINNS ROAD),TAS,3076.0,3309.3,-1.0,12,-41.38,146.82,217
23891,PICCADILLY (WOODHOUSE),SA,3073.6,3073.6,-1.0,1,-34.98,138.74,441
91365,SPRENT,TAS,3068.2,3205.7,-1.0,7,-41.26,146.16,270
94041,MAATSUYKER ISLAND LIGHTHOUSE,TAS,3061.6,3782.8,16.5,110,-43.66,146.27,147
9613,WARNER GLEN,WA,3058.1,2977.4,65.4,53,-34.14,115.23,30
82068,MITTA MITTA,VIC,3057.6,3099.7,46.1,66,-36.53,147.37,320
3057,CYGNET BAY,WA,3051.7,2316.6,95.3,44,-16.45,123.01,7
91332,RAILTON (DOWBIGGIN STREET),TAS,3049.8,3184.3,-1.0,15,-41.35,146.42,75
23873,CRAFERS WEST,SA,3042.8,2801.5,-1.0,16,-34.99,138.69,570
56080,GLEN MORRISON (MILLBANK),NSW,3040.2,2539.0,97.6,43,-31.22,151.52,1090
14965,UPPER SEVENTEEN MILE CREEK,NT,3029.4,3546.1,-1.0,7,-14.19,132.40,220
41323,MANDALA,QLD,3021.2,2414.3,96.2,27,-28.02,152.29,586
94192,SOUTHPORT (HUON HIGHWAY),TAS,3020.2,3162.6,-1.0,9,-43.41,146.96,120
14981,BRADSHAW - KOOLENDONG VALLEY (DEFENCE),NT,3018.6,3018.6,-1.0,1,-15.19,130.12,42
70025,CROOKWELL POST OFFICE,NSW,3018.4,2610.5,91.4,106,-34.46,149.47,887
61428,MAITLAND AIRPORT AWS,NSW,3010.0,2445.5,-1.0,3,-32.70,151.49,28
40104,KALBAR STATE SCHOOL,QLD,3006.2,2593.7,86.0,94,-27.94,152.62,100
84016,GABO ISLAND LIGHTHOUSE,VIC,2999.1,2770.2,74.3,114,-37.57,149.92,15
61260,CESSNOCK AIRPORT AWS,NSW,2997.4,2221.1,100.0,25,-32.79,151.34,67
64027,COONABARABRAN (BARINA -TM),NSW,2993.8,1976.0,-1.0,11,-31.31,149.20,615
87017,BLACKWOOD,VIC,2989.7,2953.3,48.5,98,-37.47,144.31,547
55308,BENDEMEER (BONNA),NSW,2989.0,2209.6,-1.0,7,-30.88,151.16,830
14730,UPPER WATERHOUSE RIVER,NT,2983.6,3244.9,-1.0,4,-14.11,133.34,262
40094,HARRISVILLE MARY STREET,QLD,2971.2,2383.0,95.9,98,-27.81,152.67,58
70063,MARULAN (GEORGE ST),NSW,2969.5,2181.4,94.3,71,-34.71,150.00,645
14401,WARRUWI AIRPORT,NT,2950.4,3415.2,19.5,78,-11.65,133.38,19
69002,BEGA (NEWTOWN ROAD),NSW,2949.2,2603.9,71.7,100,-36.69,149.84,50
14648,WEST WATERHOUSE,NT,2947.0,2766.5,-1.0,3,-14.14,133.11,322
69144,BLACK RANGE (GRANDVIEW LANE),NSW,2944.4,2265.6,-1.0,5,-36.73,149.84,245
94239,LESLIE VALE,TAS,2943.8,2740.3,-1.0,14,-42.96,147.24,305
14651,SNOWDROP CREEK,NT,2942.0,3233.7,-1.0,7,-13.83,133.33,384
61143,BULGA (DOWN TOWN),NSW,2940.6,2039.8,97.6,43,-32.65,151.02,69
40867,KALBAR TM,QLD,2939.4,2447.7,-1.0,8,-27.94,152.62,80
40811,KILKIVAN TM,QLD,2937.0,1949.8,-1.0,13,-26.08,152.22,29
56083,GLEN MORRISON (BRANGA PLAINS),NSW,2931.7,2667.2,80.0,46,-31.26,151.55,1190
85030,BOOLARRA SOUTH,VIC,2930.5,3215.4,-1.0,15,-38.45,146.27,320
40405,HERVEY BAY AIRPORT,QLD,2929.6,3117.2,-1.0,16,-25.32,152.88,13
56229,GUYRA HOSPITAL,NSW,2921.6,2711.8,75.0,29,-30.21,151.68,1329
56245,BEN LOMOND (BEULAH),NSW,2906.0,2618.0,-1.0,2,-29.96,151.61,1457
83057,MYRTLEFORD (OVENS RESEARCH STATION),VIC,2905.7,3142.9,34.4,33,-36.61,146.79,235
63308,MARRANGAROO (DEFENCE),NSW,2904.2,2671.9,-1.0,2,-33.43,150.14,955
54076,KINGS PLAINS (WINDERMERE),NSW,2900.2,2494.2,-1.0,8,-29.64,151.43,-999
40816,AMBERLEY (DNRM) TM,QLD,2899.0,2295.0,-1.0,16,-27.67,152.70,18
14954,BRADSHAW,NT,2896.8,3201.4,-1.0,12,-14.94,130.81,75
94071,EAGLEHAWK NECK (JETTY ROAD),TAS,2892.2,2646.6,77.5,72,-43.02,147.91,12
23817,ALDGATE,SA,2887.1,3231.3,10.5,39,-35.02,138.74,442
9271,BUNGENDORE,WA,2886.8,2821.7,-1.0,9,-32.19,116.06,200
40891,BROOWEENA TM,QLD,2872.6,2759.5,-1.0,3,-25.60,152.26,164
82162,ROSEWHITE FLD,VIC,2872.2,2903.8,-1.0,14,-36.58,146.82,253
40390,TEDDINGTON WATERWORKS,QLD,2871.9,3234.4,32.3,63,-25.65,152.66,28
14984,MOUNT BUNDEY SOUTH (DEFENCE),NT,2869.4,3053.4,-1.0,2,-13.09,131.85,55
56238,ARMIDALE AIRPORT AWS,NSW,2869.0,2255.0,100.0,20,-30.53,151.62,1079
84023,MARLO,VIC,2863.9,2324.2,100.0,27,-37.79,148.55,42
2009,GIBB RIVER,WA,2863.8,2369.7,90.0,81,-16.42,126.44,488
23842,MOUNT LOFTY,SA,2859.8,2959.4,-1.0,11,-34.98,138.71,685
63201,BIGGA (BIGGA ST),NSW,2855.3,2207.1,-1.0,18,-34.08,149.15,670
69139,BEGA AWS,NSW,2849.0,1940.8,-1.0,17,-36.67,149.82,41
84144,MOUNT NOWA NOWA,VIC,2848.6,2425.8,85.0,21,-37.69,148.09,350
84109,BUCHAN (SNOWY RIVER AT D/S BASIN CREEK),VIC,2847.0,2389.2,-1.0,8,-37.50,148.27,-999
61431,MURRURUNDI (HAYDON STREET),NSW,2844.1,2844.1,-1.0,1,-31.77,150.84,467
200001,MIDDLE PERCY ISLAND,QLD,2840.2,3449.7,-1.0,16,-21.66,150.27,209
9912,FERGUSON VALLEY,WA,2838.2,2706.1,73.0,38,-33.45,115.85,120
85307,JEERALANG NORTH,VIC,2836.2,2236.7,-1.0,7,-38.35,146.44,606
82163,CARBOOR UPPER,VIC,2834.6,2684.6,-1.0,17,-36.64,146.55,298
64008,COONABARABRAN (SHOWGROUNDS),NSW,2834.2,2225.3,89.1,111,-31.28,149.28,520
9113,ROLEYSTONE,WA,2834.1,2969.7,34.9,44,-32.11,116.08,250
86127,WONTHAGGI,VIC,2826.9,2826.1,54.5,102,-38.61,145.60,52
65110,BORENORE (LYNDEN-BRAE),NSW,2816.8,2307.7,-1.0,13,-33.25,148.98,840
61191,BULGA (SOUTH WAMBO),NSW,2813.7,2017.9,100.0,48,-32.61,150.98,80
91219,SCOTTSDALE (WEST MINSTONE ROAD),TAS,2812.4,2919.7,45.2,43,-41.17,147.49,198
9710,BUREKUP,WA,2811.6,2715.4,60.5,44,-33.31,115.82,20
23803,ASHTON CO-OP,SA,2803.0,3152.7,20.7,59,-34.94,138.73,540
40914,MT TARAMPA,QLD,2801.5,1921.2,-1.0,5,-27.49,152.50,74
56018,INVERELL RESEARCH CENTRE,NSW,2798.1,2377.3,92.3,66,-29.78,151.08,664
56032,TENTERFIELD (FEDERATION PARK),NSW,2797.6,2541.5,76.8,109,-29.05,152.02,838
64017,COONABARABRAN AIRPORT AWS,NSW,2785.2,2117.9,-1.0,16,-31.33,149.27,645
40822,GREGOR CREEK TM,QLD,2770.0,2268.0,-1.0,2,-27.00,152.40,83
82151,SEVEN CREEKS AT STRATHBOGIE,VIC,2770.0,2578.3,-1.0,16,-36.86,145.73,470
28013,MAITLAND DOWNS STATION,QLD,2768.5,2693.7,56.3,33,-16.22,144.71,490
94068,WOODBRIDGE,TAS,2765.4,2702.8,66.1,63,-43.15,147.24,3
41454,GIRRAWEEN NAT PARK,QLD,2764.7,2422.8,86.7,31,-28.83,151.94,885
82172,HUON (BARKLEYS CAMP),VIC,2764.0,2383.6,-1.0,8,-36.25,147.10,207
200283,WILLIS ISLAND,QLD,2762.0,3307.1,28.3,93,-16.29,149.97,9
65051,CUMNOCK TM,NSW,2759.0,1867.3,-1.0,7,-32.93,148.76,518
55066,WALLABADAH (WOODTON),NSW,2756.8,2259.5,87.2,95,-31.62,150.84,640
40902,MUSKET FLAT MT ALERT,QLD,2756.0,2571.1,-1.0,16,-25.50,152.38,200
82042,STRATHBOGIE,VIC,2751.2,2889.6,39.8,114,-36.85,145.73,501
82090,DEDERANG,VIC,2744.9,2880.9,39.4,34,-36.48,147.03,261
91245,CAPE GRIM BAPS (COMPARISON),TAS,2744.2,2323.3,86.4,23,-40.68,144.69,94
56028,URALLA (SALISBURY COURT),NSW,2741.5,2287.0,92.4,106,-30.73,151.51,1018
23905,URAIDLA (SUTTON CREEK),SA,2741.0,2783.2,-1.0,10,-34.97,138.74,483
91355,BURNIE (PARK GROVE),TAS,2734.8,2850.1,-1.0,10,-41.05,145.88,99
29139,SWEERS ISLAND,QLD,2730.4,3401.5,-1.0,10,-17.11,139.60,4
82084,BOHO (HONEYSUCKLE CK U/S VIOLET TOWN),VIC,2727.4,2396.3,-1.0,19,-36.71,145.76,330
40823,ROSENTRETERS BRIDGE TM,QLD,2720.0,2033.7,-1.0,12,-27.14,152.33,102
82153,KITHBROOK (BALQUHAIN),VIC,2713.4,2312.9,-1.0,19,-36.82,145.71,580
94175,LUCASTON (BAKERS CREEK ROAD),TAS,2712.0,2536.0,73.5,35,-42.97,147.04,127
9030,MUNDARING,WA,2709.1,3202.5,10.5,106,-31.90,116.16,300
56242,INVERELL (RAGLAN ST),NSW,2703.0,2358.4,95.8,25,-29.78,151.11,582
2068,MARION DOWNS,WA,2702.6,2557.6,-1.0,11,-17.07,126.85,460
63271,TUENA (WYOMING),NSW,2701.5,2284.9,89.8,60,-34.04,149.36,510
90187,BOONAH,VIC,2698.6,2464.3,-1.0,15,-38.41,143.98,-999
85099,POUND CREEK,VIC,2696.2,2642.9,-1.0,7,-38.63,145.81,3
39242,BROADMEADOWS,QLD,2695.6,2897.7,43.1,52,-23.40,150.62,15
63061,TRUNKEY (OLD POST OFFICE),NSW,2693.6,1885.0,-1.0,12,-33.82,149.32,840
41464,OAKINGTON,QLD,2692.7,2332.5,79.0,39,-28.15,152.33,602
41175,APPLETHORPE,QLD,2690.2,2270.5,81.0,43,-28.62,151.95,872
35186,BLACKDOWN TABLELAND AL,QLD,2680.4,2909.7,-1.0,6,-23.77,149.12,952
40120,LOWOOD DON ST,QLD,2677.7,2386.4,80.4,103,-27.46,152.57,51
61192,MUSWELLBROOK (SPRING CREEK (CASTLE VALE),NSW,2674.0,2020.3,93.1,30,-32.21,150.74,259
9990,BOYANUP NORTH,WA,2667.2,2277.5,-1.0,11,-33.48,115.74,43
55309,DUNGOWAN (GLENDOWER MOUNTAIN (LECONFIELD,NSW,2666.0,2442.8,-1.0,11,-31.15,151.23,1050
70040,GOULBURN (CHERRYTON),NSW,2662.7,1924.9,100.0,44,-34.69,149.55,725
55195,GOWRIE (LALLYBROCH),NSW,2662.5,2102.6,100.0,22,-31.44,150.89,638
91346,LILYDALE (TORWOOD),TAS,2659.6,2765.4,-1.0,2,-41.23,147.21,150
94020,DOVER,TAS,2658.5,2588.7,65.2,67,-43.33,147.00,20
91348,PIPERS RIVER (BAY OF FIRES),TAS,2653.0,2634.4,-1.0,9,-41.11,147.10,70
39256,DINGLE DELL,QLD,2650.8,2109.1,-1.0,14,-25.15,151.63,257
86104,SCORESBY RESEARCH INSTITUTE,VIC,2649.8,2607.7,54.0,51,-37.87,145.26,80
91331,CAPE GRIM,TAS,2648.8,2654.9,-1.0,9,-40.68,144.69,86
91292,SMITHTON AERODROME,TAS,2644.4,2736.3,-1.0,16,-40.83,145.08,8
23801,LENSWOOD,SA,2643.0,3001.1,11.9,43,-34.95,138.81,480
39303,CHILDERS SOUTH,QLD,2640.0,2615.3,58.1,32,-25.26,152.28,95
56008,DEEPWATER POST OFFICE,NSW,2639.0,2345.4,83.8,112,-29.44,151.85,970
73050,BOWNING (WANGANUI),NSW,2635.0,2065.9,91.9,63,-34.76,148.83,560
9982,HENTY BROOK,WA,2634.2,2403.0,-1.0,18,-33.39,115.85,240
56037,ARMIDALE (TREE GROUP NURSERY),NSW,2633.8,2184.8,100.0,20,-30.52,151.67,987
65096,MANDAGERY (RAWENE),NSW,2632.8,1979.4,-1.0,9,-33.27,148.39,420
2056,KUNUNURRA AERO,WA,2629.4,2522.2,59.5,43,-15.78,128.71,44
55016,DANGLEMAH (RUTHERGLEN),NSW,2629.0,2238.3,93.2,45,-31.00,151.23,655
63293,OBERON (JENOLAN CAVES ROAD),NSW,2623.0,2150.4,-1.0,18,-33.74,149.88,1190
91107,WYNYARD AIRPORT,TAS,2617.8,2983.5,7.5,41,-41.00,145.73,12
9752,DENBARKER,WA,2616.5,2279.6,100.0,28,-34.75,117.34,205
55136,WOOLBROOK (WOOLBROOK ROAD),NSW,2615.2,2316.1,85.5,56,-30.97,151.35,925
56001,SAPPHIRE (ARGYLE),NSW,2614.3,2277.8,87.9,92,-29.72,151.36,795
88023,LAKE EILDON,VIC,2613.4,2546.7,64.5,108,-37.23,145.91,230
3099,LEOPOLD DOWNS TBRG,WA,2613.0,2193.2,-1.0,4,-17.75,125.38,220
63302,OBERON (MOUNT DAVID),NSW,2613.0,1807.7,-1.0,13,-33.83,149.61,1070
9000,ARALUEN,WA,2611.2,3228.7,-1.0,18,-32.12,116.10,130
69049,NERRIGA COMPOSITE,NSW,2610.0,2277.8,83.8,75,-35.12,150.08,630
41529,TOOWOOMBA AIRPORT,QLD,2608.8,2137.5,-1.0,18,-27.54,151.91,641
30000,ABINGDON DOWNS STATION,QLD,2603.7,2607.7,52.9,52,-17.61,143.18,61
9629,MARRIWOOD,WA,2600.7,2727.8,41.2,52,-33.45,115.73,30
40763,WIVENHOE DAM,QLD,2597.4,2096.3,87.5,25,-27.40,152.61,73
70016,CAPTAINS FLAT (FOXLOW ST),NSW,2592.4,2222.2,80.6,68,-35.59,149.45,850
98017,KING ISLAND AIRPORT,TAS,2590.4,2554.8,58.6,30,-39.88,143.89,35
41095,STANTHORPE LESLIE PARADE,QLD,2589.8,2243.7,88.5,105,-28.66,151.93,784
70308,TORRENS (DARKE ST),NSW,2589.2,2023.7,100.0,33,-35.38,149.09,653
94252,SOUTH HOBART (HILLBOROUGH ROAD),TAS,2588.9,2304.4,-1.0,9,-42.90,147.30,160
90060,NULLAWARRE,VIC,2587.8,2647.6,39.2,103,-38.47,142.75,55
92030,PIONEER (MAIN ROAD),TAS,2586.2,2870.3,21.5,94,-41.08,147.94,120
61430,SINGLETON DEFENCE AWS,NSW,2585.8,2053.5,-1.0,3,-32.70,151.16,125
85293,CAPE LIPTRAP (ILLAWONG),VIC,2584.0,2647.0,-1.0,7,-38.90,145.94,95
39326,GLADSTONE AIRPORT,QLD,2582.8,2580.8,52.0,26,-23.87,151.22,17
90171,PORTLAND (CASHMORE AIRPORT),VIC,2581.8,2511.5,73.0,38,-38.31,141.47,81
9978,JINDONG,WA,2577.2,2332.5,-1.0,12,-33.76,115.21,42
70242,ARANDA (BINDAGA ST),NSW,2576.8,1991.2,100.0,37,-35.26,149.07,630
92114,FRIENDLY BEACHES,TAS,2573.8,2088.5,-1.0,11,-42.00,148.28,55
14650,CAVE CREEK STATION,NT,2573.7,2695.8,-1.0,4,-14.91,133.13,125
83095,ANGLERS REST (BUNDARRAH VALLEY),VIC,2567.9,2468.2,-1.0,5,-37.00,147.41,795
91267,MEANDER (MEANDER RIVER),TAS,2567.0,2924.2,-1.0,7,-41.65,146.62,292
9842,JARRAHWOOD,WA,2563.0,2795.3,7.3,42,-33.80,115.67,130
87075,BULLENGAROOK EAST,VIC,2561.9,2336.7,66.7,58,-37.48,144.51,512
39128,BUNDABERG AERO,QLD,2559.8,3078.4,16.3,50,-24.91,152.32,31
56237,INVERELL (ELSMORE VILLAGE),NSW,2559.8,1912.4,-1.0,13,-29.80,151.27,700
54027,DELUNGRA (PEARSBY HALL),NSW,2558.6,1993.9,97.5,80,-29.56,150.89,597
70340,NICHOLLS (GUNGAHLIN LAKES),NSW,2557.4,2074.4,-1.0,6,-35.18,149.11,605
72171,WOOMARGAMA POST OFFICE,NSW,2557.3,2364.4,-1.0,6,-35.83,147.25,305
30158,GREEN HILLS,QLD,2557.2,2111.1,-1.0,16,-18.46,143.30,240
9831,KING RIVER,WA,2555.5,2321.7,-1.0,7,-34.92,117.89,25
3098,MOUNT HOUSE AIRSTRIP,WA,2555.2,2727.6,-1.0,15,-17.05,125.71,270
88061,WOODEND,VIC,2554.2,2452.1,61.6,87,-37.36,144.54,560
36139,SURBITON STATION,QLD,2549.1,1655.3,95.6,92,-22.99,146.62,183
62009,CASSILIS (DALKEITH),NSW,2548.4,1876.3,99.0,96,-32.00,149.99,420
69017,MONTAGUE ISLAND LIGHTHOUSE,NSW,2548.0,2549.7,56.6,54,-36.25,150.23,52
94261,FRANKLIN (SOUTH),TAS,2548.0,2585.9,-1.0,6,-43.12,146.99,33
84142,GELANTIPY,VIC,2547.0,2370.4,63.6,23,-37.22,148.26,755
63287,BATHURST STANLEY STREET (MACQUARIE RIVER,NSW,2543.0,1942.5,-1.0,13,-33.41,149.58,650
39068,MOUNT LARCOM POST OFFICE,QLD,2542.6,2677.8,43.3,91,-23.81,150.98,59
55164,WEABONGA (STONELEIGH),NSW,2537.8,2455.2,56.1,83,-31.18,151.30,690
91290,GOLDEN VALLEY (BRODIES ROAD),TAS,2536.8,2823.6,-1.0,15,-41.63,146.70,487
9066,GIDGEGANNUP,WA,2536.6,2654.5,42.5,41,-31.79,116.20,290
91029,DUNORLAN (SHARMANS ROAD),TAS,2535.2,2997.2,7.7,53,-41.50,146.54,274
31158,GLEN HARDING,QLD,2531.5,2248.0,81.1,54,-18.25,145.13,650
84012,DARGO,VIC,2526.0,2206.7,83.6,62,-37.45,147.25,205
90021,COBDEN (POST OFFICE),VIC,2520.4,2526.9,46.9,114,-38.33,143.08,134
63297,TARANA (FISH RIVER),NSW,2514.0,1644.4,-1.0,16,-33.57,149.91,780
82154,SEVEN CREEKS AT D/S POLLY MCQUINNS WEIR,VIC,2512.8,2301.4,-1.0,19,-36.89,145.68,440
54117,COBBADAH (ROCKY GLEN),NSW,2507.8,2330.5,71.4,29,-30.22,150.72,646
28004,PALMERVILLE,QLD,2506.0,3059.4,16.0,107,-16.00,144.08,204
32169,GLENEAGLE ALERT,QLD,2506.0,2300.1,-1.0,19,-18.19,145.33,556
